"AMARILLO ISD","EASTRIDGE EL","188901105","188901","EE - 05","E","188","16","POTTER","","N","R","NA","NQ","","N"
"AMARILLO ISD","EMERSON EL","188901106","188901","PK - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","FANNIN MIDDLE","188901044","188901","06 - 08","M","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","FOREST HILL EL","188901107","188901","EE - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","GLENWOOD EL","188901108","188901","PK - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","HAMLET EL","188901109","188901","EE - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","HOMEBOUND","188901171","188901","05 - 10","B","188","16","POTTER","","N","N","NR","","","N"
"AMARILLO ISD","HOUSTON MIDDLE","188901045","188901","06 - 08","M","188","16","POTTER","","N","L","NA","NE","","N"
"AMARILLO ISD","HUMPHREY'S HIGHLAND EL","188901111","188901","PK - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","LAMAR EL","188901112","188901","EE - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","LANDERGIN EL","188901113","188901","EE - 05","E","188","16","POTTER","","N","R","NA","NQ","","N"
"AMARILLO ISD","LAWNDALE EL","188901114","188901","EE - 05","E","188","16","POTTER","","N","R","NA","NQ","","N"
"AMARILLO ISD","LEE EL","188901115","188901","PK - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","MANN MIDDLE","188901046","188901","06 - 08","M","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","MESA VERDE EL","188901134","188901","EE - 05","E","188","16","POTTER","","N","R","NA","NQ","","N"
"AMARILLO ISD","NORTH HEIGHTS ALTER","188901138","188901","EE - 12","B","188","16","POTTER","","N","1","PE","","","N"
"AMARILLO ISD","OAK DALE EL","188901119","188901","PK - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","OLSEN PARK EL","188901120","188901","EE - 05","E","188","16","POTTER","","N","R","NA","NQ","","N"
"AMARILLO ISD","PALO DURO H S","188901004","188901","EE - 12","B","188","16","POTTER","","N","A","NE","NE","","N"
"AMARILLO ISD","PARAMOUNT TERRACE EL","188901121","188901","EE - 05","E","188","16","POTTER","","N","R","NA","NQ","","N"
"AMARILLO ISD","PLEASANT VALLEY EL","188901122","188901","EE - 05","E","188","16","POTTER","","N","E","NA","R","","N"
"AMARILLO ISD","PUCKETT EL","188901139","188901","EE - 05","E","188","16","POTTER","","N","E","NA","RM","","N"
"AMARILLO ISD","REG PROG FOR DEAF","188901137","188901","EE - KG","E","188","16","POTTER","","N","N","NR","","","N"
"AMARILLO ISD","RIDGECREST EL","188901123","188901","EE - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","ROGERS EL","188901124","188901","EE - 05","E","188","16","POTTER","","N","R","NA","NQ","","N"
"AMARILLO ISD","SAN JACINTO EL","188901126","188901","EE - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","SANBORN EL","188901125","188901","EE - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","SLEEPY HOLLOW EL","188901140","188901","EE - 05","E","188","16","POTTER","","N","E","NA","R","","N"
"AMARILLO ISD","SOUTH GEORGIA EL","188901127","188901","EE - 05","E","188","16","POTTER","","N","E","NA","NQ","","N"
"AMARILLO ISD","SOUTH LAWN EL","188901128","188901","EE - 05","E","188","16","POTTER","","N","R","NA","NQ","","N"
"AMARILLO ISD","SUNRISE EL","188901130","188901","EE - 05","E","188","16","POTTER","","N","E","NA","M","","N"
"AMARILLO ISD","TASCOSA H S","188901005","188901","09 - 12","S","188","16","POTTER","","N","L","NE","NE","","N"
"AMARILLO ISD","TRAVIS MIDDLE","188901047","188901","06 - 08","M","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","WESTERN PLATEAU EL","188901131","188901","KG - 05","E","188","16","POTTER","","N","E","NA","R","","N"
"AMARILLO ISD","WHITTIER EL","188901132","188901","EE - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","WILLS EL","188901133","188901","PK - 05","E","188","16","POTTER","","N","A","NA","NQ","","N"
"AMARILLO ISD","WINDSOR EL","188901141","188901","EE - 05","E","188","16","POTTER","","N","E","NA","R","","N"
"AMARILLO ISD","WOLFLIN EL","188901135","188901","EE - 05","E","188","16","POTTER","","N","R","NA","NQ","","N"
"AMERICAN INSTITUTE FOR LEARNING","AMERICAN INSTITUTE FOR LRN H S","227801001","227801","09 - 12","S","227","13","TRAVIS","","N","2","PE","","","Y"
"AMHERST ISD","AMHERST SCHOOL","140901001","140901","KG - 12","B","140","17","LAMB","","N","E","NQ","M","","N"
"ANAHUAC ISD","ANAHUAC EL","036901101","036901","EE - 05","E","036","04","CHAMBERS","","N","A","NA","NQ","","N"
"ANAHUAC ISD","ANAHUAC H S","036901001","036901","09 - 12","S","036","04","CHAMBERS","","N","A","NQ","NQ","","N"
"ANAHUAC ISD","ANAHUAC MIDDLE","036901041","036901","06 - 08","M","036","04","CHAMBERS","","N","R","NA","NQ","","N"
"ANAHUAC ISD","GULF COAST H S","036901002","036901","09 - 12","S","036","04","CHAMBERS","","N","1","PE","","","N"
"ANAHUAC ISD","HARDIN/CHAMBERS CTR","036901003","036901","06 - 12","B","036","04","CHAMBERS","","N","1","PE","","","N"
"ANDERSON-SHIRO CONS ISD","ANDERSON EL","093901101","093901","PK - 06","E","093","06","GRIMES","","N","A","NA","NQ","","N"
"ANDERSON-SHIRO CONS ISD","ANDERSON JH/HS","093901001","093901","07 - 12","S","093","06","GRIMES","","N","A","NQ","NQ","","N"
"ANDREWS ISD","ANDREWS ALTER","002901002","002901","07 - 12","S","002","18","ANDREWS","","N","N","NR","","","N"
"ANDREWS ISD","ANDREWS H S","002901001","002901","09 - 12","S","002","18","ANDREWS","","N","A","NQ","NQ","","N"
"ANDREWS ISD","ANDREWS MIDDLE","002901041","002901","06 - 08","M","002","18","ANDREWS","","N","R","NA","NQ","","N"
"ANDREWS ISD","CLEARFORK EL","002901105","002901","EE - 05","E","002","18","ANDREWS","","N","R","NA","NQ","","N"
"ANDREWS ISD","DEVONIAN EL","002901101","002901","KG - 05","E","002","18","ANDREWS","","N","R","NA","M","","N"
"ANDREWS ISD","GLORIETA EL","002901102","002901","KG - 05","E","002","18","ANDREWS","","N","R","NA","NQ","","N"
"ANDREWS ISD","SAN ANDRES EL","002901103","002901","KG - 05","E","002","18","ANDREWS","","N","E","NA","NQ","","N"
"ANDREWS ISD","UNDERWOOD EL","002901104","002901","KG - 05","E","002","18","ANDREWS","","N","A","NA","NQ","","N"
"ANGLETON ISD","ANGLETON H S","020902001","020902","09 - 12","S","020","04","BRAZORIA","","N","A","NQ","NQ","","N"
"ANGLETON ISD","ANGLETON MIDDLE-EAST","020902041","020902","06 - 08","M","020","04","BRAZORIA","","N","R","NA","M","","N"
"ANGLETON ISD","ANGLETON MIDDLE-WEST","020902042","020902","06 - 08","M","020","04","BRAZORIA","","N","A","NA","M","","N"
"ANGLETON ISD","BRAZORIA CO ALTER ED CTR","020902003","020902","05 - 12","B","020","04","BRAZORIA","","N","3","PE","","","N"
"ANGLETON ISD","EARLY CHILDHOOD CTR","020902101","020902","EE - KG","E","020","04","BRAZORIA","","N","N","NR","","","N"
"ANGLETON ISD","FRONTIER EL","020902109","020902","01 - 05","E","020","04","BRAZORIA","","N","E","NA","NQ","","N"
"ANGLETON ISD","NORTHSIDE EL","020902102","020902","EE - 08","E","020","04","BRAZORIA","","N","E","NA","NQ","","N"
"ANGLETON ISD","RANCHO ISABELLA EL","020902108","020902","01 - 05","E","020","04","BRAZORIA","","N","E","NA","R","","N"
"ANGLETON ISD","SOUTHSIDE EL","020902103","020902","01 - 05","E","020","04","BRAZORIA","","N","R","NA","NQ","","N"
"ANGLETON ISD","STUDENT ALTERNATIVE CTR","020902002","020902","07 - 12","S","020","04","BRAZORIA","","N","1","PE","","","N"
"ANGLETON ISD","WESTSIDE EL","020902104","020902","01 - 05","E","020","04","BRAZORIA","","N","R","NA","R","","N"
"ANNA ISD","ANNA EL","043902101","043902","PK - 05","E","043","10","COLLIN","","N","A","NA","NQ","","N"
"ANNA ISD","ANNA H S","043902001","043902","09 - 12","S","043","10","COLLIN","","N","A","NQ","R","","N"
"ANNA ISD","ANNA MIDDLE","043902041","043902","06 - 08","M","043","10","COLLIN","","N","A","NA","NQ","","N"
"ANSON ISD","ANSON EL","127901101","127901","EE - 05","E","127","14","JONES","","N","E","NA","NQ","","N"
"ANSON ISD","ANSON H S","127901001","127901","09 - 12","S","127","14","JONES","","N","R","NQ","NQ","","N"
"ANSON ISD","ANSON MIDDLE","127901041","127901","06 - 08","M","127","14","JONES","","N","R","NA","NQ","","N"
"ANSON ISD","HOBBS ALTER ED CO-OP","127901002","127901","09 - 11","S","127","14","JONES","","N","1","PE","","","N"
"ANTHONY ISD","ANTHONY EL","071906101","071906","EE - 06","E","071","19","EL PASO","","N","R","NA","NQ","","N"
"ANTHONY ISD","ANTHONY H S","071906001","071906","07 - 12","S","071","19","EL PASO","","N","A","NQ","NQ","","N"
"ANTON ISD","ANTON EL","110901101","110901","KG - 06","E","110","17","HOCKLEY","","N","A","NA","NQ","","N"
"ANTON ISD","ANTON H S","110901001","110901","07 - 12","S","110","17","HOCKLEY","","N","A","NQ","NQ","","N"
"APPLE SPRINGS ISD","APPLE SPRINGS EL","228905101","228905","PK - 06","E","228","06","TRINITY","","N","R","NA","NQ","","N"
"APPLE SPRINGS ISD","APPLE SPRINGS H S","228905001","228905","07 - 12","S","228","06","TRINITY","","N","R","NQ","NQ","","N"
"APPLE SPRINGS ISD","BOYS WILDERNESS SCH","228905041","228905","08 - 10","S","228","06","TRINITY","","N","N","NR","","","N"
"AQUILLA ISD","AQUILLA SCHOOL","109912001","109912","KG - 12","B","109","12","HILL","","N","R","NQ","R","","N"
"ARANSAS COUNTY ISD","FULTON EL","004901101","004901","02 - 05","E","004","02","ARANSAS","","N","E","NA","NQ","","N"
"ARANSAS COUNTY ISD","LIVEOAK EL","004901103","004901","02 - 05","E","004","02","ARANSAS","","N","R","NA","R","","N"
"ARANSAS COUNTY ISD","ROCKPORT EL","004901102","004901","EE - 01","E","004","02","ARANSAS","004901101","N","E","NA","NQ","FULTON EL","N"
"ARANSAS COUNTY ISD","ROCKPORT INT","004901042","004901","06 - 06","M","004","02","ARANSAS","","N","A","NA","M","","N"
"ARANSAS COUNTY ISD","ROCKPORT-FULTON H S","004901001","004901","09 - 12","S","004","02","ARANSAS","","N","A","NQ","NQ","","N"
"ARANSAS COUNTY ISD","ROCKPORT-FULTON J H","004901041","004901","06 - 08","M","004","02","ARANSAS","","N","A","NA","NQ","","N"
"ARANSAS PASS ISD","A C BLUNT MIDDLE","205901041","205901","06 - 08","M","205","02","SAN PATRICIO","","N","A","NA","NQ","","N"
"ARANSAS PASS ISD","ARANSAS PASS H S","205901001","205901","09 - 12","S","205","02","SAN PATRICIO","","N","A","NQ","NQ","","N"
"ARANSAS PASS ISD","CHARLIE MARSHALL EL","205901104","205901","04 - 05","E","205","02","SAN PATRICIO","","N","A","NA","NQ","","N"
"ARANSAS PASS ISD","FAULK EL","205901101","205901","EE - 01","E","205","02","SAN PATRICIO","205901102","N","A","NA","NQ","KIEBERGER EL","N"
"ARANSAS PASS ISD","KIEBERGER EL","205901102","205901","02 - 03","E","205","02","SAN PATRICIO","","N","A","NA","NQ","CHARLIE MARSHALL EL.","N"
"ARCHER CITY ISD","ARCHER CITY EL","005901101","005901","EE - 05","E","005","09","ARCHER","","N","R","NA","NQ","","N"
"ARCHER CITY ISD","ARCHER CITY H S","005901001","005901","06 - 12","B","005","09","ARCHER","","N","E","NQ","M","","N"
"ARGYLE ISD","ARGYLE SCHOOL","061910101","061910","EE - 08","E","061","11","DENTON","","N","E","NA","NQ","","N"
"ARLINGTON ISD","AMOS EL","220901124","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","ARLINGTON H S","220901001","220901","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"ARLINGTON ISD","ASHWORTH EL","220901149","220901","EE - 06","E","220","11","TARRANT","","N","R","NA","RM","","N"
"ARLINGTON ISD","ATHERTON EL","220901132","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","BAILEY J H","220901045","220901","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","BARNETT J H","220901052","220901","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","BEBENSEE EL","220901141","220901","PK - 06","E","220","11","TARRANT","","P","A","NA","NQ","","N"
"ARLINGTON ISD","BERRY EL","220901101","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","BLANTON EL","220901102","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","BOLES J H","220901051","220901","07 - 08","M","220","11","TARRANT","","N","E","NA","NQ","","N"
"ARLINGTON ISD","BOWIE H S","220901004","220901","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"ARLINGTON ISD","BRYANT EL","220901147","220901","EE - 06","E","220","11","TARRANT","","N","R","NA","RM","","N"
"ARLINGTON ISD","BUTLER EL","220901129","220901","KG - 06","E","220","11","TARRANT","","N","E","NA","NQ","","N"
"ARLINGTON ISD","CARTER J H","220901041","220901","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","COREY EL","220901137","220901","EE - 06","E","220","11","TARRANT","","N","E","NA","R","","N"
"ARLINGTON ISD","CROUCH EL","220901150","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","CROW EL","220901103","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","DAY CARE CTRS","220901300","220901","PK - PK","E","220","11","TARRANT","","N","N","NR","","","N"
"ARLINGTON ISD","DITTO EL","220901130","220901","EE - 06","E","220","11","TARRANT","","N","E","NA","NQ","","N"
"ARLINGTON ISD","DUFF EL","220901104","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","DUNN EL","220901125","220901","EE - 06","E","220","11","TARRANT","","N","E","NA","RM","","N"
"ARLINGTON ISD","FITZGERALD EL","220901136","220901","EE - 06","E","220","11","TARRANT","","N","R","NA","NQ","","N"
"ARLINGTON ISD","FOSTER EL","220901126","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","GOODMAN EL","220901119","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","GUNN J H","220901047","220901","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","HILL EL","220901117","220901","EE - 06","E","220","11","TARRANT","","N","R","NA","M","","N"
"ARLINGTON ISD","HOMEBOUND","220901139","220901","EE - 12","B","220","11","TARRANT","","N","N","NR","","","N"
"ARLINGTON ISD","HOUSTON H S","220901002","220901","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"ARLINGTON ISD","HUTCHESON J H","220901046","220901","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","J M FARRELL EL","220901143","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","JANE ELLIS EL","220901142","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","R","","N"
"ARLINGTON ISD","JOHNS EL","220901121","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","KEY EL","220901128","220901","EE - 06","E","220","11","TARRANT","","N","R","NA","NQ","","N"
"ARLINGTON ISD","KOOKEN ED CTR","220901107","220901","EE - PK","E","220","11","TARRANT","","N","N","NR","","","N"
"ARLINGTON ISD","LAMAR H S","220901003","220901","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"ARLINGTON ISD","LARSON EL","220901151","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","RM","","N"
"ARLINGTON ISD","LITTLE EL","220901146","220901","EE - 06","E","220","11","TARRANT","","N","E","NA","R","","N"
"ARLINGTON ISD","MARTIN H S","220901005","220901","09 - 12","S","220","11","TARRANT","","N","E","NQ","NQ","","N"
"ARLINGTON ISD","MARY MOORE EL","220901144","220901","KG - 06","E","220","11","TARRANT","","N","E","NA","NQ","","N"
"ARLINGTON ISD","MILLER EL","220901135","220901","EE - 06","E","220","11","TARRANT","","N","R","NA","NQ","","N"
"ARLINGTON ISD","MORTON EL","220901131","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","NEWCOMER H S","220901008","220901","07 - 10","S","220","11","TARRANT","","N","1","PE","","","N"
"ARLINGTON ISD","NICHOLS J H","220901053","220901","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","OUSLEY J H","220901055","220901","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","POPE EL","220901120","220901","PK - 06","E","220","11","TARRANT","","N","R","NA","NQ","","N"
"ARLINGTON ISD","RANKIN EL","220901109","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","ROARK EL","220901110","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","ROQUEMORE EL","220901122","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","SHACKELFORD J H","220901048","220901","07 - 08","M","220","11","TARRANT","","N","A","NA","M","","N"
"ARLINGTON ISD","SHERROD EL","220901134","220901","EE - 06","E","220","11","TARRANT","","N","R","NA","NQ","","N"
"ARLINGTON ISD","SHORT EL","220901123","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","R","","N"
"ARLINGTON ISD","SOUTH DAVIS EL","220901111","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","SPEER EL","220901112","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","STARRETT EL","220901140","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","SWIFT EL","220901113","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","THORNTON EL","220901114","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","TOMMIE WILLIAMS EL","220901145","220901","EE - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","TURNING POINT ALTER H S","220901007","220901","07 - 12","S","220","11","TARRANT","","N","1","PE","","","N"
"ARLINGTON ISD","TURNING POINT ALTER J H","220901054","220901","06 - 08","M","220","11","TARRANT","","N","1","PE","","","N"
"ARLINGTON ISD","VENTURE ALTER H S","220901006","220901","07 - 12","S","220","11","TARRANT","","N","1","PE","","","N"
"ARLINGTON ISD","WEBB EL","220901148","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","WEST EL","220901152","220901","KG - 06","E","220","11","TARRANT","","N","E","NA","R","","N"
"ARLINGTON ISD","WIMBISH EL","220901116","220901","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","WOOD EL","220901133","220901","EE - 06","E","220","11","TARRANT","","N","E","NA","NQ","","N"
"ARLINGTON ISD","WORKMAN J H","220901050","220901","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"ARLINGTON ISD","YOUNG J H","220901049","220901","07 - 08","M","220","11","TARRANT","","N","E","NA","NQ","","N"
"ARP ISD","ARP EL","212901101","212901","EE - 05","E","212","07","SMITH","","N","A","NA","NQ","","N"
"ARP ISD","ARP H S","212901001","212901","09 - 12","S","212","07","SMITH","","N","A","NQ","NQ","","N"
"ARP ISD","ARP J H","212901041","212901","06 - 08","M","212","07","SMITH","","N","A","NA","NQ","","N"
"ASHERTON ISD","ASHERTON EL","064901103","064901","PK - 06","E","064","20","DIMMIT","","N","A","NA","NQ","","N"
"ASHERTON ISD","ASHERTON H S","064901001","064901","07 - 12","S","064","20","DIMMIT","","N","A","NQ","NQ","","N"
"ASPERMONT ISD","ASPERMONT EL","217901101","217901","EE - 06","E","217","14","STONEWALL","","N","R","NA","NQ","","N"
"ASPERMONT ISD","ASPERMONT H S","217901001","217901","09 - 12","S","217","14","STONEWALL","","N","A","NQ","NQ","","N"
"ASPERMONT ISD","ASPERMONT J H","217901041","217901","07 - 08","M","217","14","STONEWALL","","N","R","NA","NQ","","N"
"ATHENS ISD","A L P H A","107901002","107901","09 - 12","S","107","07","HENDERSON","","N","1","PE","","","N"
"ATHENS ISD","ATHENS H S","107901001","107901","09 - 12","S","107","07","HENDERSON","","N","A","NQ","NQ","","N"
"ATHENS ISD","ATHENS INT","107901103","107901","04 - 05","E","107","07","HENDERSON","","N","A","NA","NQ","","N"
"ATHENS ISD","ATHENS MIDDLE","107901041","107901","07 - 08","M","107","07","HENDERSON","","N","A","NA","NQ","","N"
