"LA VEGA ISD","LA VEGA EL","161906105","161906","02 - 03","E","161","12","MCLENNAN","","N","A","NA","NQ","EAST LA VEGA INT.","N"
"LA VEGA ISD","LA VEGA H S","161906002","161906","09 - 12","S","161","12","MCLENNAN","","N","A","NQ","NQ","","N"
"LA VEGA ISD","LA VEGA PRI","161906106","161906","EE - 01","E","161","12","MCLENNAN","161906105","N","A","NA","NQ","LA VEGA EL","N"
"LA VEGA ISD","OPTIONS","161906003","161906","09 - 12","S","161","12","MCLENNAN","","N","1","PE","","","N"
"LA VERNIA ISD","LA VERNIA ALTER","247903002","247903","08 - 12","S","247","20","WILSON","","N","1","PE","","","N"
"LA VERNIA ISD","LA VERNIA EL","247903101","247903","EE - 05","E","247","20","WILSON","","N","R","NA","NQ","","N"
"LA VERNIA ISD","LA VERNIA H S","247903001","247903","09 - 12","S","247","20","WILSON","","N","E","NQ","R","","N"
"LA VERNIA ISD","LA VERNIA MIDDLE","247903041","247903","06 - 08","M","247","20","WILSON","","N","R","NA","M","","N"
"LA VILLA ISD","LA VILLA EL","108914101","108914","PK - 05","E","108","01","HIDALGO","","N","R","NA","NQ","","N"
"LA VILLA ISD","LA VILLA H S","108914001","108914","09 - 12","S","108","01","HIDALGO","","N","A","NQ","NQ","","N"
"LA VILLA ISD","LA VILLA MIDDLE","108914041","108914","06 - 08","M","108","01","HIDALGO","","N","A","NA","NQ","","N"
"LACKLAND ISD","LACKLAND EL","015913101","015913","EE - 05","E","015","20","BEXAR","","N","E","NA","NQ","","N"
"LACKLAND ISD","VIRGINIA ALLRED STACEY JR/SR H S","015913001","015913","06 - 12","B","015","20","BEXAR","","N","E","NQ","M","","N"
"LAGO VISTA ISD","LAGO VISTA EL","227912101","227912","EE - 05","E","227","13","TRAVIS","","N","A","NA","NQ","","N"
"LAGO VISTA ISD","LAGO VISTA H S","227912001","227912","09 - 12","S","227","13","TRAVIS","","N","R","NQ","NQ","","N"
"LAGO VISTA ISD","LAGO VISTA MIDDLE","227912041","227912","06 - 08","M","227","13","TRAVIS","","N","A","NA","RM","","N"
"LAKE DALLAS ISD","CORINTH PRI","061912103","061912","EE - 02","E","061","11","DENTON","061912101","N","R","NA","NQ","LAKE DALLAS EL","N"
"LAKE DALLAS ISD","LAKE DALLAS EL","061912101","061912","03 - 05","E","061","11","DENTON","","N","R","NA","NQ","","N"
"LAKE DALLAS ISD","LAKE DALLAS H S","061912001","061912","09 - 12","S","061","11","DENTON","","N","R","NQ","NQ","","N"
"LAKE DALLAS ISD","LAKE DALLAS MIDDLE","061912041","061912","06 - 08","M","061","11","DENTON","","N","R","NA","NQ","","N"
"LAKE DALLAS ISD","LAKE DALLAS PRI","061912102","061912","PK - 02","E","061","11","DENTON","061912101","N","R","NA","NQ","LAKE DALLAS EL","N"
"LAKE TRAVIS ISD","LAKE TRAVIS EL","227913101","227913","EE - 05","E","227","13","TRAVIS","","N","R","NA","NQ","","N"
"LAKE TRAVIS ISD","LAKE TRAVIS H S","227913001","227913","09 - 12","S","227","13","TRAVIS","","N","R","NQ","R","","N"
"LAKE TRAVIS ISD","LAKE TRAVIS MIDDLE","227913041","227913","06 - 08","M","227","13","TRAVIS","","N","E","NA","M","","N"
"LAKE TRAVIS ISD","LAKEWAY EL","227913102","227913","EE - 05","E","227","13","TRAVIS","","N","E","NA","M","","N"
"LAKE WORTH ISD","EFFIE MORRIS EL","220910101","220910","EE - 04","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"LAKE WORTH ISD","JAMES HODGKINS INT","220910102","220910","05 - 06","M","220","11","TARRANT","","N","A","NA","R","","N"
"LAKE WORTH ISD","LAKE WORTH H S","220910001","220910","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"LAKE WORTH ISD","N A HOWRY MIDDLE","220910041","220910","07 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"LAKE WORTH ISD","SECOND CHANCE H S","220910005","220910","09 - 12","S","220","11","TARRANT","","N","1","PE","","","N"
"LAKEVIEW ISD","LAKEVIEW SCHOOL","096908001","096908","PK - 12","B","096","16","HALL","","N","A","NQ","NQ","","N"
"LAMAR CONSOLIDATED ISD","ALTER LRN CTR","079901004","079901","07 - 11","S","079","04","FORT BEND","","N","1","PE","","","N"
"LAMAR CONSOLIDATED ISD","B F TERRY H S","079901002","079901","09 - 12","S","079","04","FORT BEND","","N","A","NQ","NQ","","N"
"LAMAR CONSOLIDATED ISD","BEASLEY EL","079901101","079901","PK - 05","E","079","04","FORT BEND","","N","R","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","BOWIE EL","079901102","079901","PK - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","C S S","079901134","079901","08 - 12","S","079","04","FORT BEND","","N","N","NR","","","N"
"LAMAR CONSOLIDATED ISD","COMMUNITY CTR","079901005","079901","02 - 12","B","079","04","FORT BEND","","N","N","NR","","","N"
"LAMAR CONSOLIDATED ISD","CROCKETT MIDDLE","079901106","079901","06 - 06","M","079","04","FORT BEND","","N","A","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","FORT BEND CO ALTER","079901008","079901","08 - 11","S","079","04","FORT BEND","","N","N","NR","","","N"
"LAMAR CONSOLIDATED ISD","GEORGE J H","079901042","079901","07 - 08","M","079","04","FORT BEND","","N","A","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","HUGGINS EL","079901110","079901","EE - 05","E","079","04","FORT BEND","","N","A","NA","M","","N"
"LAMAR CONSOLIDATED ISD","JACKSON EL","079901118","079901","EE - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","JANE LONG EL","079901105","079901","PK - 05","E","079","04","FORT BEND","","N","A","NA","R","","N"
"LAMAR CONSOLIDATED ISD","JUAN SEGUIN EL","079901117","079901","PK - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","JUVENILE DETENT CTR","079901133","079901","06 - 12","B","079","04","FORT BEND","","N","N","NR","","","N"
"LAMAR CONSOLIDATED ISD","LAMAR CONS H S","079901001","079901","09 - 12","S","079","04","FORT BEND","","N","A","NQ","NQ","","N"
"LAMAR CONSOLIDATED ISD","LAMAR J H","079901041","079901","07 - 08","M","079","04","FORT BEND","","N","A","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","MANFORD WILLIAMS EL","079901111","079901","EE - 05","E","079","04","FORT BEND","","N","R","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","MEYER EL","079901112","079901","EE - 05","E","079","04","FORT BEND","","N","R","NA","R","","N"
"LAMAR CONSOLIDATED ISD","NAVARRO MIDDLE","079901103","079901","06 - 06","M","079","04","FORT BEND","","N","R","NA","RM","","N"
"LAMAR CONSOLIDATED ISD","PLACE (16-21)","079901007","079901","09 - 12","S","079","04","FORT BEND","","N","2","PE","","","N"
"LAMAR CONSOLIDATED ISD","SMITH EL","079901107","079901","PK - 05","E","079","04","FORT BEND","","N","R","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","STEPHEN F AUSTIN EL","079901114","079901","EE - 05","E","079","04","FORT BEND","","N","E","NA","R","","N"
"LAMAR CONSOLIDATED ISD","SUSANNA DICKINSON EL","079901115","079901","KG - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","T L PINK EL","079901116","079901","EE - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","TAYLOR RAY EL","079901109","079901","PK - 05","E","079","04","FORT BEND","","N","R","NA","NQ","","N"
"LAMAR CONSOLIDATED ISD","TRAVIS EL","079901108","079901","PK - 05","E","079","04","FORT BEND","","N","A","NA","R","","N"
"LAMAR CONSOLIDATED ISD","TRINITY LIFE CTR","079901131","079901","06 - 09","M","079","04","FORT BEND","","N","N","NR","","","N"
"LAMAR CONSOLIDATED ISD","YOUTH OPPORTUNITY UNLIMITED","079901132","079901","05 - 08","M","079","04","FORT BEND","","N","N","NR","","","N"
"LAMESA ISD","ALTER CTR","058906002","058906","06 - 12","B","058","17","DAWSON","","N","2","PE","","","N"
"LAMESA ISD","LAMESA H S","058906001","058906","09 - 12","S","058","17","DAWSON","","N","A","NQ","NQ","","N"
"LAMESA ISD","LAMESA MIDDLE","058906041","058906","05 - 08","M","058","17","DAWSON","","N","A","NA","NQ","","N"
"LAMESA ISD","NORTH EL","058906103","058906","02 - 03","E","058","17","DAWSON","","N","A","NA","NQ","V. Z. ROGERS","N"
"LAMESA ISD","ROGERS EL","058906104","058906","04 - 04","E","058","17","DAWSON","","N","A","NA","NQ","","N"
"LAMESA ISD","SOUTH EL","058906105","058906","EE - 01","E","058","17","DAWSON","058906103","N","A","NA","NQ","NORTH EL","N"
"LAMPASAS ISD","CHALLENGER H S","141901003","141901","09 - 12","S","141","12","LAMPASAS","","N","1","PE","","","N"
"LAMPASAS ISD","HANNA SPRINGS INT","141901103","141901","03 - 04","E","141","12","LAMPASAS","","N","A","NA","NQ","","N"
"LAMPASAS ISD","HANNA SPRINGS INT","141901104","141901","05 - 06","M","141","12","LAMPASAS","","N","R","NA","NQ","","N"
"LAMPASAS ISD","LAMPASAS H S","141901001","141901","09 - 12","S","141","12","LAMPASAS","","N","R","NQ","NQ","","N"
"LAMPASAS ISD","LAMPASAS MIDDLE","141901041","141901","05 - 08","M","141","12","LAMPASAS","","N","R","NA","R","","N"
"LAMPASAS ISD","RESIDENTIAL TREAT CTR","141901002","141901","08 - 10","S","141","12","LAMPASAS","","N","N","NR","","","N"
"LAMPASAS ISD","WHITIS EL","141901101","141901","EE - KG","E","141","12","LAMPASAS","","N","N","NR","","","N"
"LAMPASAS ISD","WHITIS EL","141901102","141901","01 - 05","E","141","12","LAMPASAS","141901103","N","A","NA","NQ","HANNA SPRINGS INT.","N"
"LANCASTER ISD","HOUSTON EL","057913102","057913","PK - 04","E","057","10","DALLAS","","N","R","NA","NQ","","N"
"LANCASTER ISD","LANCASTER H S","057913001","057913","09 - 12","S","057","10","DALLAS","","N","A","NQ","NQ","","N"
"LANCASTER ISD","LANCASTER INT","057913105","057913","05 - 06","M","057","10","DALLAS","","N","A","NA","NQ","","N"
"LANCASTER ISD","LANCASTER J H","057913041","057913","07 - 08","M","057","10","DALLAS","","N","A","NA","NQ","","N"
"LANCASTER ISD","MILLBROOK EL","057913106","057913","PK - 04","E","057","10","DALLAS","","N","A","NA","NQ","","N"
"LANCASTER ISD","PLEASANT RUN EL","057913101","057913","PK - 04","E","057","10","DALLAS","","N","A","NA","NQ","","N"
"LANCASTER ISD","ROLLING HILLS EL","057913107","057913","KG - 05","E","057","10","DALLAS","","N","A","NA","NQ","","N"
"LANCASTER ISD","WEST MAIN EL","057913103","057913","KG - 05","E","057","10","DALLAS","","N","A","NA","NQ","","N"
"LANEVILLE ISD","LANEVILLE SCHOOL","201903001","201903","PK - 12","B","201","07","RUSK","","N","A","NQ","NQ","","N"
"LAREDO ISD","BRUNI EL","240901101","240901","01 - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","BUENOS AIRES EL","240901102","240901","01 - 05","E","240","01","WEBB","","N","R","NA","NQ","","N"
"LAREDO ISD","CHRISTEN MIDDLE","240901041","240901","06 - 08","M","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","D D HACHAR EL","240901119","240901","EE - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","DAICHES EL","240901104","240901","PK - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","DOVALINA EL","240901123","240901","01 - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","DR LEO CIGARROA H S","240901003","240901","09 - 12","S","240","01","WEBB","","N","A","NQ","NQ","","N"
"LAREDO ISD","EVENING ALTER ED PROG","240901007","240901","06 - 12","B","240","01","WEBB","","N","1","PE","","","N"
"LAREDO ISD","FARIAS EL","240901105","240901","EE - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","H B ZACHRY EL","240901121","240901","PK - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","H OCHOA EL","240901114","240901","KG - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","HEIGHTS EL","240901106","240901","KG - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","J C MARTIN JR EL","240901120","240901","PK - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","J KAWAS EL","240901122","240901","PK - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","JOAQUIN CIGARROA MIDDLE","240901043","240901","06 - 08","M","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","LAMAR MIDDLE","240901042","240901","06 - 08","M","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","LEYENDECKER EL","240901108","240901","PK - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","LIGARDE EL","240901124","240901","EE - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","MACDONELL EL","240901109","240901","01 - 05","E","240","01","WEBB","","N","E","NA","NQ","","N"
"LAREDO ISD","MARTIN H S","240901001","240901","09 - 12","S","240","01","WEBB","","N","A","NQ","NQ","","N"
"LAREDO ISD","MEMORIAL MIDDLE","240901044","240901","06 - 08","M","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","MILTON EL","240901110","240901","EE - 05","E","240","01","WEBB","","N","E","NA","R","","N"
"LAREDO ISD","NIXON H S","240901002","240901","09 - 12","S","240","01","WEBB","","N","A","NQ","NQ","","N"
"LAREDO ISD","PIERCE EL","240901111","240901","EE - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","RYAN EL","240901112","240901","EE - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","SANCHEZ EL","240901113","240901","EE - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","SANTA MARIA EL","240901115","240901","01 - 05","E","240","01","WEBB","","N","R","NA","NQ","","N"
"LAREDO ISD","SANTO NINO EL","240901116","240901","PK - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","TARVER EL","240901107","240901","01 - 05","E","240","01","WEBB","","N","A","NA","NQ","","N"
"LAREDO ISD","WEBB COUNTY J J A E P","240901010","240901","06 - 10","B","240","01","WEBB","","N","N","NR","","","N"
"LASARA ISD","LASARA EL","245901101","245901","KG - 08","E","245","01","WILLACY","","N","R","NA","NQ","","N"
"LATEXO ISD","LATEXO EL","113905101","113905","PK - 06","E","113","06","HOUSTON","","N","E","NA","R","","N"
"LATEXO ISD","LATEXO H S","113905001","113905","07 - 12","S","113","06","HOUSTON","","N","E","NQ","NQ","","N"
"LAZBUDDIE ISD","LAZBUDDIE SCHOOL","185904001","185904","EE - 12","B","185","16","PARMER","","N","R","NQ","M","","N"
"LEAKEY ISD","LEAKEY SCHOOL","193902001","193902","EE - 12","B","193","20","REAL","","N","A","NQ","NQ","","N"
"LEANDER ISD","ADA MAE FAUBION EL","246913102","246913","EE - 05","E","246","13","WILLIAMSON","","N","E","NA","NQ","","N"
"LEANDER ISD","BLOCK HOUSE CREEK EL","246913103","246913","EE - 05","E","246","13","WILLIAMSON","","N","R","NA","R","","N"
"LEANDER ISD","C C MASON EL","246913105","246913","EE - 05","E","246","13","WILLIAMSON","","N","A","NA","NQ","","N"
"LEANDER ISD","CEDAR PARK MIDDLE","246913041","246913","06 - 08","M","246","13","WILLIAMSON","","N","R","NA","NQ","","N"
"LEANDER ISD","CYPRESS EL","246913104","246913","EE - 05","E","246","13","WILLIAMSON","","N","R","NA","NQ","","N"
"LEANDER ISD","LEANDER H S","246913001","246913","09 - 12","S","246","13","WILLIAMSON","","N","A","NQ","NQ","","N"
"LEANDER ISD","LEANDER MIDDLE","246913042","246913","06 - 08","M","246","13","WILLIAMSON","","N","R","NA","NQ","","N"
"LEANDER ISD","LOIS F GIDDENS EL","246913106","246913","EE - 05","E","246","13","WILLIAMSON","","N","A","NA","NQ","","N"
"LEANDER ISD","STEINER RANCH EL","246913107","246913","EE - 05","E","246","13","WILLIAMSON","","N","E","NA","RM","","N"
"LEANDER ISD","WHITESTONE EL","246913101","246913","EE - 05","E","246","13","WILLIAMSON","","N","A","NA","NQ","","N"
"LEANDER ISD","WILLIAMSON COUNTY ACADEMY","246913010","246913","09 - 11","S","246","13","WILLIAMSON","","N","3","PE","","","N"
"LEARY ISD","LEARY EL","019914101","019914","EE - 08","E","019","08","BOWIE","","N","R","NA","NQ","","N"
"LEFORS ISD","LEFORS SCHOOL","090902001","090902","KG - 12","B","090","16","GRAY","","N","R","NQ","NQ","","N"
"LEGGETT ISD","LEGGETT EL","187906101","187906","KG - 06","E","187","06","POLK","","N","A","NA","NQ","","N"
"LEGGETT ISD","LEGGETT H S","187906001","187906","07 - 12","S","187","06","POLK","","N","A","NQ","NQ","","N"
"LEON ISD","LEON EL","145911102","145911","EE - 05","E","145","06","LEON","","N","R","NA","NQ","","N"
"LEON ISD","LEON H S","145911002","145911","09 - 12","S","145","06","LEON","","N","A","NQ","NQ","","N"
"LEON ISD","LEON J H","145911041","145911","06 - 08","M","145","06","LEON","","N","A","NA","NQ","","N"
"LEONARD ISD","LEONARD EL","074909101","074909","EE - 05","E","074","10","FANNIN","","N","A","NA","NQ","","N"
"LEONARD ISD","LEONARD H S","074909001","074909","09 - 12","S","074","10","FANNIN","","N","A","NQ","NQ","","N"
"LEONARD ISD","LEONARD J H","074909041","074909","06 - 08","M","074","10","FANNIN","","N","R","NA","M","","N"
"LEVELLAND ISD","ALTER SCH","110902002","110902","08 - 12","S","110","17","HOCKLEY","","N","N","NR","","","N"
"LEVELLAND ISD","CACTUS EL","110902101","110902","KG - 05","E","110","17","HOCKLEY","","N","R","NA","NQ","","N"
"LEVELLAND ISD","CAPITOL EL","110902102","110902","KG - 05","E","110","17","HOCKLEY","","N","A","NA","NQ","","N"
"LEVELLAND ISD","CARVER EARLY CHILD CTR","110902107","110902","EE - KG","E","110","17","HOCKLEY","","N","N","NR","","","N"
"LEVELLAND ISD","HOMEBOUND","110902199","110902","10 - 10","S","110","17","HOCKLEY","","N","N","NR","","","N"
"LEVELLAND ISD","LEVELLAND H S","110902001","110902","10 - 12","S","110","17","HOCKLEY","","N","A","NQ","NQ","","N"
"LEVELLAND ISD","LEVELLAND J H","110902041","110902","08 - 09","M","110","17","HOCKLEY","","N","A","NA","NQ","","N"
"LEVELLAND ISD","LEVELLAND MIDDLE","110902042","110902","06 - 12","B","110","17","HOCKLEY","","N","A","NA","NQ","","N"
"LEVELLAND ISD","SOUTH EL","110902105","110902","KG - 05","E","110","17","HOCKLEY","","N","R","NA","NQ","","N"
"LEVELLAND ISD","WEST EL","110902106","110902","KG - 05","E","110","17","HOCKLEY","","N","A","NA","NQ","","N"
"LEVERETTS CHAPEL ISD","LEVERETTS CHAPEL EL","201904101","201904","PK - 06","E","201","07","RUSK","","N","A","NA","NQ","","N"
"LEVERETTS CHAPEL ISD","LEVERETTS CHAPEL H S","201904001","201904","07 - 12","S","201","07","RUSK","","N","A","NQ","NQ","","N"
"LEWISVILLE ISD","ARBOR CREEK MIDDLE","061902047","061902","06 - 08","M","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","B B OWEN EL","061902115","061902","KG - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","BRIARHILL MIDDLE","061902049","061902","06 - 08","M","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","CAMEY EL","061902107","061902","EE - 05","E","061","11","DENTON","","N","R","NA","R","","N"
"LEWISVILLE ISD","CENTRAL EL","061902101","061902","EE - 05","E","061","11","DENTON","","N","R","NA","NQ","","N"
"LEWISVILLE ISD","COLLEGE ST EL","061902102","061902","KG - 05","E","061","11","DENTON","","N","R","NA","NQ","","N"
"LEWISVILLE ISD","CREEKSIDE EL","061902116","061902","KG - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","DEGAN EL","061902106","061902","EE - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","DELAY MIDDLE","061902050","061902","06 - 08","M","061","11","DENTON","","N","A","NA","NQ","","N"
"LEWISVILLE ISD","DONALD EL","061902117","061902","KG - 05","E","061","11","DENTON","","N","E","NA","R","","N"
"LEWISVILLE ISD","ETHRIDGE EL","061902119","061902","EE - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","FLOWER MOUND EL","061902112","061902","KG - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","FOREST VISTA EL","061902128","061902","EE - 05","E","061","11","DENTON","","N","E","NA","M","","N"
"LEWISVILLE ISD","FORESTWOOD MIDDLE","061902048","061902","06 - 08","M","061","11","DENTON","","N","E","NA","M","","N"
"LEWISVILLE ISD","GARDEN RIDGE EL","061902120","061902","EE - 05","E","061","11","DENTON","","N","E","NA","RM","","N"
"LEWISVILLE ISD","GRIFFIN MIDDLE","061902044","061902","06 - 08","M","061","11","DENTON","","N","A","NA","NQ","","N"
"LEWISVILLE ISD","HEBRON VALLEY EL","061902118","061902","EE - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","HEDRICK EL","061902105","061902","KG - 05","E","061","11","DENTON","","N","A","NA","NQ","","N"
"LEWISVILLE ISD","HEDRICK MIDDLE","061902042","061902","06 - 08","M","061","11","DENTON","","N","R","NA","RM","","N"
"LEWISVILLE ISD","HERITAGE EL","061902122","061902","EE - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","HIGHLAND VILLAGE EL","061902110","061902","KG - 05","E","061","11","DENTON","","N","E","NA","M","","N"
"LEWISVILLE ISD","HUFFINES MIDDLE","061902052","061902","06 - 08","M","061","11","DENTON","","N","R","NA","NQ","","N"
"LEWISVILLE ISD","INDIAN CREEK EL","061902113","061902","EE - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","LAKELAND EL","061902104","061902","EE - 05","E","061","11","DENTON","","N","R","NA","NQ","","N"
"LEWISVILLE ISD","LAKEVIEW MIDDLE","061902046","061902","06 - 08","M","061","11","DENTON","","N","R","NA","NQ","","N"
"LEWISVILLE ISD","LAMAR MIDDLE","061902045","061902","06 - 08","M","061","11","DENTON","","N","E","NA","M","","N"
"LEWISVILLE ISD","LEARNING CTR","061902005","061902","06 - 12","B","061","11","DENTON","","N","1","PE","","","N"
"LEWISVILLE ISD","LEWISVILLE H S","061902001","061902","09 - 12","S","061","11","DENTON","","N","R","NQ","NQ","","N"
"LEWISVILLE ISD","LEWISVILLE NORTH H S","061902009","061902","09 - 09","S","061","11","DENTON","061902001","N","R","NA","NQ","LEWISVILLE HS","N"
"LEWISVILLE ISD","MARCUS H S","061902002","061902","09 - 12","S","061","11","DENTON","","N","E","NQ","R","","N"
"LEWISVILLE ISD","MCAULIFFE EL","061902114","061902","KG - 05","E","061","11","DENTON","","N","E","NA","RM","","N"
"LEWISVILLE ISD","MCKAMY MIDDLE","061902053","061902","06 - 08","M","061","11","DENTON","","N","E","NA","M","","N"
"LEWISVILLE ISD","MORNINGSIDE EL","061902121","061902","KG - 05","E","061","11","DENTON","","N","R","NA","R","","N"
"LEWISVILLE ISD","OLD SETTLER'S EL","061902123","061902","EE - 05","E","061","11","DENTON","","N","R","NA","NQ","","N"
"LEWISVILLE ISD","PARKWAY EL","061902124","061902","EE - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","PETERS COLONY EL","061902109","061902","KG - 05","E","061","11","DENTON","","N","R","NA","NQ","","N"
"LEWISVILLE ISD","POLSER EL","061902125","061902","KG - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","PRAIRIE TRAIL EL","061902126","061902","KG - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","STEWARTS CREEK EL","061902111","061902","EE - 05","E","061","11","DENTON","","N","A","NA","NQ","","N"
"LEWISVILLE ISD","THE COLONY H S","061902004","061902","09 - 12","S","061","11","DENTON","","N","R","NQ","NQ","","N"
"LEWISVILLE ISD","TIMBERCREEK EL","061902108","061902","KG - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEWISVILLE ISD","VALLEY RIDGE EL","061902127","061902","EE - 05","E","061","11","DENTON","","N","E","NA","NQ","","N"
"LEXINGTON ISD","LEXINGTON EL","144902101","144902","03 - 05","E","144","13","LEE","","N","E","NA","NQ","","N"
"LEXINGTON ISD","LEXINGTON H S","144902001","144902","09 - 12","S","144","13","LEE","","N","R","NQ","NQ","","N"
"LEXINGTON ISD","LEXINGTON MIDDLE","144902041","144902","06 - 08","M","144","13","LEE","","N","R","NA","NQ","","N"
"LEXINGTON ISD","LEXINGTON PRI","144902102","144902","EE - 02","E","144","13","LEE","144902101","N","E","NA","NQ","LEXINGTON ELEM.","N"
"LIBERTY HILL ISD","LIBERTY HILL EL","246908101","246908","EE - 04","E","246","13","WILLIAMSON","","N","R","NA","NQ","","N"
"LIBERTY HILL ISD","LIBERTY HILL H S","246908001","246908","09 - 12","S","246","13","WILLIAMSON","","N","R","NQ","NQ","","N"
"LIBERTY HILL ISD","LIBERTY HILL MIDDLE","246908041","246908","05 - 08","M","246","13","WILLIAMSON","","N","E","NA","RM","","N"
"LIBERTY HILL ISD","PANTHER ACADEMY","246908004","246908","10 - 12","S","246","13","WILLIAMSON","","N","N","NR","","","N"
"LIBERTY HILL ISD","WESTWOOD SP ED","246908002","246908","01 - 11","B","246","13","WILLIAMSON","","N","N","NR","","","N"
"LIBERTY HILL ISD","WILLIAM CO J J A E P","246908005","246908","10 - 11","S","246","13","WILLIAMSON","","N","3","PE","","","N"
"LIBERTY HILL ISD","WINDRIDGE SP ED","246908003","246908","06 - 11","B","246","13","WILLIAMSON","","N","N","NR","","","N"
"LIBERTY ISD","GULF COAST H S","146906002","146906","09 - 12","S","146","04","LIBERTY","","N","1","PE","","","N"
"LIBERTY ISD","HARDIN/CHAMBERS CTR","146906003","146906","08 - 12","S","146","04","LIBERTY","","N","1","PE","","","N"
"LIBERTY ISD","LIBERTY EL","146906103","146906","02 - 05","E","146","04","LIBERTY","","N","R","NA","R","","N"
"LIBERTY ISD","LIBERTY H S","146906001","146906","09 - 12","S","146","04","LIBERTY","","N","A","NQ","NQ","","N"
"LIBERTY ISD","LIBERTY MIDDLE","146906041","146906","06 - 08","M","146","04","LIBERTY","","N","A","NA","NQ","","N"
"LIBERTY ISD","SAN JACINTO EL","146906102","146906","EE - 01","E","146","04","LIBERTY","146906103","N","R","NA","R","LIBERTY EL","N"
"LIBERTY-EYLAU ISD","ALTER SCH","019908002","019908","09 - 12","S","019","08","BOWIE","","N","1","PE","","","N"
"LIBERTY-EYLAU ISD","JUVENILE JUSTICE DETENTION CTR","019908003","019908","06 - 12","B","019","08","BOWIE","","N","1","PE","","","N"
"LIBERTY-EYLAU ISD","LIBERTY-EYLAU H S","019908001","019908","09 - 12","S","019","08","BOWIE","","N","A","NQ","NQ","","N"
"LIBERTY-EYLAU ISD","LIBERTY-EYLAU INT","019908103","019908","03 - 05","E","019","08","BOWIE","","N","A","NA","NQ","","N"
"LIBERTY-EYLAU ISD","LIBERTY-EYLAU KIND CTR","019908102","019908","EE - KG","E","019","08","BOWIE","","N","N","NR","","","N"
