"AMARILLO ISD","LAWNDALE EL","188901","188901114","","N","A","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","LEE EL","188901","188901115","","N","A","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","MANN MIDDLE","188901","188901046","","N","A","NA","","N","06 - 08","188","16","POTTER","Middle"
"AMARILLO ISD","MESA VERDE EL","188901","188901134","","N","R","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","NORTH HEIGHTS ALTER","188901","188901138","","N","1","PE","","N","06 - 12","188","16","POTTER","Both Elem/Sec"
"AMARILLO ISD","OAK DALE EL","188901","188901119","","N","A","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","OLSEN PARK EL","188901","188901120","","N","E","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","PALO DURO H S","188901","188901004","","N","A","NE","","N","09 - 12","188","16","POTTER","Secondary"
"AMARILLO ISD","PARAMOUNT TERRACE EL","188901","188901121","","N","R","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","PLEASANT VALLEY EL","188901","188901122","","N","R","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","PUCKETT EL","188901","188901139","","N","E","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","REG PROG FOR DEAF","188901","188901137","","N","N","NR","","N","EE - EE","188","16","POTTER","Elementary"
"AMARILLO ISD","RIDGECREST EL","188901","188901123","","N","E","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","ROGERS EL","188901","188901124","","N","R","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","SAN JACINTO EL","188901","188901126","","N","A","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","SANBORN EL","188901","188901125","","N","A","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","SLEEPY HOLLOW EL","188901","188901140","","N","E","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","SOUTH GEORGIA EL","188901","188901127","","N","E","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","SOUTH LAWN EL","188901","188901128","","N","R","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","SUNRISE EL","188901","188901130","","N","E","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","TASCOSA H S","188901","188901005","","N","A","NQ","","N","09 - 12","188","16","POTTER","Secondary"
"AMARILLO ISD","TRAVIS MIDDLE","188901","188901047","","N","A","NA","","N","06 - 08","188","16","POTTER","Middle"
"AMARILLO ISD","WESTERN PLATEAU EL","188901","188901131","","N","R","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","WHITTIER EL","188901","188901132","","N","A","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","WILLS EL","188901","188901133","","N","R","NA","","N","PK - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","WINDSOR EL","188901","188901141","","N","E","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMARILLO ISD","WOLFLIN EL","188901","188901135","","N","A","NA","","N","EE - 05","188","16","POTTER","Elementary"
"AMERICAN INSTITUTE FOR LEARNING","AMERICAN INSTITUTE FOR LRN H S","227801","227801001","","N","","","","Y","09 - 11","227","13","TRAVIS","Secondary"
"AMHERST ISD","AMHERST SCHOOL","140901","140901001","","N","A","NQ","","N","KG - 12","140","17","LAMB","Both Elem/Sec"
"ANAHUAC ISD","ANAHUAC EL","036901","036901101","","N","A","NA","","N","EE - 05","036","04","CHAMBERS","Elementary"
"ANAHUAC ISD","ANAHUAC H S","036901","036901001","","N","A","NQ","","N","09 - 12","036","04","CHAMBERS","Secondary"
"ANAHUAC ISD","ANAHUAC MIDDLE","036901","036901041","","N","R","NA","","N","06 - 08","036","04","CHAMBERS","Middle"
"ANAHUAC ISD","GULF COAST H S","036901","036901002","","N","N","NR","","N","09 - 12","036","04","CHAMBERS","Secondary"
"ANAHUAC ISD","HARDIN/CHAMBERS CTR","036901","036901003","","N","2","PE","","N","06 - 11","036","04","CHAMBERS","Both Elem/Sec"
"ANDERSON-SHIRO CONS ISD","ANDERSON EL","093901","093901101","","N","A","NA","","N","EE - 06","093","06","GRIMES","Elementary"
"ANDERSON-SHIRO CONS ISD","ANDERSON JH/HS","093901","093901001","","N","A","NQ","","N","07 - 12","093","06","GRIMES","Secondary"
"ANDREWS ISD","ANDREWS H S","002901","002901001","","N","A","NQ","","N","09 - 12","002","18","ANDREWS","Secondary"
"ANDREWS ISD","ANDREWS MIDDLE","002901","002901041","","N","A","NA","","N","06 - 08","002","18","ANDREWS","Middle"
"ANDREWS ISD","CLEARFORK EL","002901","002901105","","N","E","NA","","N","EE - 05","002","18","ANDREWS","Elementary"
"ANDREWS ISD","DEVONIAN EL","002901","002901101","","N","R","NA","","N","KG - 05","002","18","ANDREWS","Elementary"
"ANDREWS ISD","GLORIETA EL","002901","002901102","","N","A","NA","","N","KG - 05","002","18","ANDREWS","Elementary"
"ANDREWS ISD","SAN ANDRES EL","002901","002901103","","N","A","NA","","N","KG - 05","002","18","ANDREWS","Elementary"
"ANDREWS ISD","UNDERWOOD EL","002901","002901104","","N","A","NA","","N","KG - 05","002","18","ANDREWS","Elementary"
"ANGLETON ISD","ANGLETON H S","020902","020902001","","N","A","NQ","","N","09 - 12","020","04","BRAZORIA","Secondary"
"ANGLETON ISD","ANGLETON MIDDLE-EAST","020902","020902041","","N","A","NA","","N","06 - 08","020","04","BRAZORIA","Middle"
"ANGLETON ISD","ANGLETON MIDDLE-WEST","020902","020902042","","N","A","NA","","N","06 - 08","020","04","BRAZORIA","Middle"
"ANGLETON ISD","BRAZORIA CO ALTER ED CTR","020902","020902003","","N","","","","N","04 - 11","020","04","BRAZORIA","Both Elem/Sec"
"ANGLETON ISD","EARLY CHILDHOOD CTR","020902","020902101","","N","N","NR","","N","EE - KG","020","04","BRAZORIA","Elementary"
"ANGLETON ISD","FRONTIER EL","020902","020902109","","N","A","NA","","N","01 - 05","020","04","BRAZORIA","Elementary"
"ANGLETON ISD","NORTHSIDE EL","020902","020902102","","N","A","NA","","N","EE - 07","020","04","BRAZORIA","Elementary"
"ANGLETON ISD","RANCHO ISABELLA EL","020902","020902108","","N","R","NA","","N","01 - 05","020","04","BRAZORIA","Elementary"
"ANGLETON ISD","SOUTHSIDE EL","020902","020902103","","N","E","NA","","N","01 - 05","020","04","BRAZORIA","Elementary"
"ANGLETON ISD","STUDENT ALTERNATIVE CTR","020902","020902002","","N","","","","N","04 - 12","020","04","BRAZORIA","Both Elem/Sec"
"ANGLETON ISD","WESTSIDE EL","020902","020902104","","N","R","NA","","N","01 - 05","020","04","BRAZORIA","Elementary"
"ANNA ISD","ANNA EL","043902","043902101","","N","A","NA","","N","PK - 05","043","10","COLLIN","Elementary"
"ANNA ISD","ANNA H S","043902","043902001","","N","A","NQ","","N","09 - 12","043","10","COLLIN","Secondary"
"ANNA ISD","ANNA MIDDLE","043902","043902041","","N","R","NA","","N","06 - 08","043","10","COLLIN","Middle"
"ANSON ISD","ANSON EL","127901","127901101","","N","E","NA","","N","EE - 05","127","14","JONES","Elementary"
"ANSON ISD","ANSON H S","127901","127901001","","N","A","NQ","","N","09 - 12","127","14","JONES","Secondary"
"ANSON ISD","ANSON MIDDLE","127901","127901041","","N","R","NA","","N","06 - 08","127","14","JONES","Middle"
"ANSON ISD","HOBBS ALTER ED CO-OP","127901","127901002","","N","1","PE","","N","10 - 12","127","14","JONES","Secondary"
"ANTHONY ISD","ANTHONY EL","071906","071906101","","N","R","NA","","N","EE - 06","071","19","EL PASO","Elementary"
"ANTHONY ISD","ANTHONY H S","071906","071906001","","N","A","NQ","","N","07 - 12","071","19","EL PASO","Secondary"
"ANTON ISD","ANTON EL","110901","110901101","","N","A","NA","","N","KG - 06","110","17","HOCKLEY","Elementary"
"ANTON ISD","ANTON H S","110901","110901001","","N","A","NQ","","N","07 - 12","110","17","HOCKLEY","Secondary"
"APPLE SPRINGS ISD","APPLE SPRINGS EL","228905","228905101","","N","A","NA","","N","PK - 06","228","06","TRINITY","Elementary"
"APPLE SPRINGS ISD","APPLE SPRINGS H S","228905","228905001","","N","A","NQ","","N","07 - 12","228","06","TRINITY","Secondary"
"APPLE SPRINGS ISD","BOYS WILDERNESS SCH","228905","228905041","","N","N","NR","","N","07 - 10","228","06","TRINITY","Secondary"
"AQUILLA ISD","AQUILLA SCHOOL","109912","109912001","","N","R","NQ","","N","KG - 12","109","12","HILL","Both Elem/Sec"
"ARANSAS COUNTY ISD","FULTON EL","004901","004901101","","N","R","NA","","N","02 - 05","004","02","ARANSAS","Elementary"
"ARANSAS COUNTY ISD","LIVEOAK EL","004901","004901103","","N","R","NA","","N","02 - 04","004","02","ARANSAS","Elementary"
"ARANSAS COUNTY ISD","ROCKPORT EL","004901","004901102","004901101","N","R","NA","FULTON EL","N","EE - 01","004","02","ARANSAS","Elementary"
"ARANSAS COUNTY ISD","ROCKPORT INT","004901","004901042","","N","R","NA","","N","05 - 06","004","02","ARANSAS","Middle"
"ARANSAS COUNTY ISD","ROCKPORT-FULTON H S","004901","004901001","","N","L","NE","","N","09 - 12","004","02","ARANSAS","Secondary"
"ARANSAS COUNTY ISD","ROCKPORT-FULTON J H","004901","004901041","","N","A","NA","","N","07 - 08","004","02","ARANSAS","Middle"
"ARANSAS PASS ISD","A C BLUNT MIDDLE","205901","205901041","","N","A","NA","","N","06 - 08","205","02","SAN PATRICIO","Middle"
"ARANSAS PASS ISD","ARANSAS PASS H S","205901","205901001","","N","R","NQ","","N","09 - 12","205","02","SAN PATRICIO","Secondary"
"ARANSAS PASS ISD","FAULK EL","205901","205901101","205901102","N","A","NA","KIEBERGER EL","N","EE - 02","205","02","SAN PATRICIO","Elementary"
"ARANSAS PASS ISD","KIEBERGER EL","205901","205901102","","N","A","NA","","N","PK - 04","205","02","SAN PATRICIO","Elementary"
"ARANSAS PASS ISD","WALTER NOBLE EL","205901","205901103","","N","A","NA","","N","05 - 05","205","02","SAN PATRICIO","Elementary"
"ARCHER CITY ISD","ARCHER CITY EL","005901","005901101","","N","E","NA","","N","EE - 05","005","09","ARCHER","Elementary"
"ARCHER CITY ISD","ARCHER CITY H S","005901","005901001","","N","E","NQ","","N","06 - 12","005","09","ARCHER","Both Elem/Sec"
"ARGYLE ISD","ARGYLE SCHOOL","061910","061910101","","N","E","NA","","N","EE - 08","061","11","DENTON","Elementary"
"ARLINGTON ISD","AMOS EL","220901","220901124","","N","R","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","ARLINGTON H S","220901","220901001","","N","A","NQ","","N","10 - 12","220","11","TARRANT","Secondary"
"ARLINGTON ISD","ASHWORTH EL","220901","220901149","","N","E","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","ATHERTON EL","220901","220901132","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","BAILEY J H","220901","220901045","","N","R","NA","","N","07 - 09","220","11","TARRANT","Middle"
"ARLINGTON ISD","BARNETT J H","220901","220901052","","N","A","NA","","N","07 - 08","220","11","TARRANT","Middle"
"ARLINGTON ISD","BEBENSEE EL","220901","220901141","","P","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","BERRY EL","220901","220901101","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","BLANTON EL","220901","220901102","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","BOLES J H","220901","220901051","","N","R","NA","","N","07 - 09","220","11","TARRANT","Middle"
"ARLINGTON ISD","BOWIE H S","220901","220901004","","N","A","NQ","","N","09 - 12","220","11","TARRANT","Secondary"
"ARLINGTON ISD","BRYANT EL","220901","220901147","","N","R","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","BUTLER EL","220901","220901129","","N","E","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","CARTER J H","220901","220901041","","N","A","NA","","N","07 - 09","220","11","TARRANT","Middle"
"ARLINGTON ISD","COREY EL","220901","220901137","","N","E","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","CROUCH EL","220901","220901150","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","CROW EL","220901","220901103","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","DAY CARE CTRS","220901","220901300","","N","N","NR","","N","PK - PK","220","11","TARRANT","Elementary"
"ARLINGTON ISD","DITTO EL","220901","220901130","","N","E","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","DUFF EL","220901","220901104","","N","E","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","DUNN EL","220901","220901125","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","FITZGERALD EL","220901","220901136","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","FOSTER EL","220901","220901126","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","GOODMAN EL","220901","220901119","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","GUNN J H","220901","220901047","","N","A","NA","","N","07 - 09","220","11","TARRANT","Middle"
"ARLINGTON ISD","HILL EL","220901","220901117","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","HOMEBOUND","220901","220901139","","N","N","NR","","N","EE - 12","220","11","TARRANT","Both Elem/Sec"
"ARLINGTON ISD","HOUSTON H S","220901","220901002","","N","A","NQ","","N","10 - 12","220","11","TARRANT","Secondary"
"ARLINGTON ISD","HUTCHESON J H","220901","220901046","","N","A","NA","","N","07 - 09","220","11","TARRANT","Middle"
"ARLINGTON ISD","J M FARRELL EL","220901","220901143","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","JANE ELLIS EL","220901","220901142","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","JOHNS EL","220901","220901121","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","KEY EL","220901","220901128","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","KOOKEN ED CTR","220901","220901107","","N","N","NR","","N","EE - PK","220","11","TARRANT","Elementary"
"ARLINGTON ISD","LAMAR H S","220901","220901003","","N","A","NQ","","N","10 - 12","220","11","TARRANT","Secondary"
"ARLINGTON ISD","LITTLE EL","220901","220901146","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","MARTIN H S","220901","220901005","","N","R","NQ","","N","10 - 12","220","11","TARRANT","Secondary"
"ARLINGTON ISD","MARY MOORE EL","220901","220901144","","N","E","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","MILLER EL","220901","220901135","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","MORTON EL","220901","220901131","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","NEWCOMER CTR","220901","220901008","","N","1","PE","","N","07 - 10","220","11","TARRANT","Secondary"
"ARLINGTON ISD","NICHOLS J H","220901","220901053","","N","A","NA","","N","07 - 09","220","11","TARRANT","Middle"
"ARLINGTON ISD","POPE EL","220901","220901120","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","RANKIN EL","220901","220901109","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","ROARK EL","220901","220901110","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","ROQUEMORE EL","220901","220901122","","P","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","SHACKELFORD J H","220901","220901048","","N","A","NA","","N","07 - 09","220","11","TARRANT","Middle"
"ARLINGTON ISD","SHERROD EL","220901","220901134","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","SHORT EL","220901","220901123","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","SOUTH DAVIS EL","220901","220901111","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","SPEER EL","220901","220901112","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","STARRETT EL","220901","220901140","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","SWIFT EL","220901","220901113","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","THORNTON EL","220901","220901114","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","TOMMIE WILLIAMS EL","220901","220901145","","N","R","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","TURNING POINT ALTER H S","220901","220901007","","N","1","PE","","N","09 - 12","220","11","TARRANT","Secondary"
"ARLINGTON ISD","TURNING POINT ALTER J H","220901","220901054","","N","1","PE","","N","06 - 09","220","11","TARRANT","Middle"
"ARLINGTON ISD","VENTURE ALTER H S","220901","220901006","","N","1","PE","","N","07 - 12","220","11","TARRANT","Secondary"
"ARLINGTON ISD","WEBB EL","220901","220901148","","N","A","NA","","N","PK - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","WIMBISH EL","220901","220901116","","N","A","NA","","N","EE - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","WOOD EL","220901","220901133","","N","E","NA","","N","KG - 06","220","11","TARRANT","Elementary"
"ARLINGTON ISD","WORKMAN J H","220901","220901050","","N","A","NA","","N","07 - 09","220","11","TARRANT","Middle"
"ARLINGTON ISD","YOUNG J H","220901","220901049","","N","E","NA","","N","07 - 09","220","11","TARRANT","Middle"
"ARP ISD","ARP EL","212901","212901101","","N","A","NA","","N","EE - 05","212","07","SMITH","Elementary"
"ARP ISD","ARP H S","212901","212901001","","N","A","NQ","","N","09 - 12","212","07","SMITH","Secondary"
"ARP ISD","ARP J H","212901","212901041","","N","A","NA","","N","06 - 08","212","07","SMITH","Middle"
"ASHERTON ISD","ASHERTON EL","064901","064901103","","N","A","NA","","N","PK - 06","064","20","DIMMIT","Elementary"
"ASHERTON ISD","ASHERTON H S","064901","064901001","","N","A","NQ","","N","07 - 12","064","20","DIMMIT","Secondary"
"ASPERMONT ISD","ASPERMONT EL","217901","217901101","","N","A","NA","","N","EE - 06","217","14","STONEWALL","Elementary"
"ASPERMONT ISD","ASPERMONT H S","217901","217901001","","N","A","NQ","","N","09 - 12","217","14","STONEWALL","Secondary"
"ASPERMONT ISD","ASPERMONT J H","217901","217901041","","N","A","NA","","N","07 - 08","217","14","STONEWALL","Middle"
"ATHENS ISD","A L P H A","107901","107901002","","N","1","PE","","N","09 - 12","107","07","HENDERSON","Secondary"
"ATHENS ISD","ATHENS H S","107901","107901001","","N","A","NQ","","N","09 - 12","107","07","HENDERSON","Secondary"
"ATHENS ISD","ATHENS INT","107901","107901103","","N","A","NA","","N","04 - 05","107","07","HENDERSON","Elementary"
"ATHENS ISD","ATHENS MIDDLE","107901","107901041","","N","A","NA","","N","07 - 08","107","07","HENDERSON","Middle"
"ATHENS ISD","BEL AIR EL","107901","107901104","107901102","N","A","NA","SOUTH ATHENS EL","N","EE - 01","107","07","HENDERSON","Elementary"
"ATHENS ISD","R C FISHER CAMPUS","107901","107901105","","N","A","NA","","N","06 - 06","107","07","HENDERSON","Middle"
