"PLANO ISD","MILLER EL","AEWMNY","043910131","043910","043","10","COLLIN","E","KG - 05","N"," "," ","R"
"PLANO ISD","MITCHELL EL","EWMN","043910126","043910","043","10","COLLIN","E","KG - 05","N"," "," ","E"
"PLANO ISD","MURPHY MIDDLE SCHOOL","AEWS","043910054","043910","043","10","COLLIN","M","06 - 08","N"," "," ","R"
"PLANO ISD","PEARSON EARLY CHILDHOOD"," ","043910161","043910","043","10","COLLIN","E","EE - PK","N"," "," ","X"
"PLANO ISD","PLANO EAST SR H S","SY","043910006","043910","043","10","COLLIN","S","11 - 12","N"," "," ","A"
"PLANO ISD","PLANO JJAEP"," ","043910025","043910","043","10","COLLIN","S","08 - 11","N"," "," ","X"
"PLANO ISD","PLANO SR H S","DPCESY","043910001","043910","043","10","COLLIN","S","11 - 12","N"," "," ","R"
"PLANO ISD","PLANO WEST SENIOR H S","CTEMSY","043910010","043910","043","10","COLLIN","S","11 - 12","N"," "," ","R"
"PLANO ISD","RASOR EL","EWN","043910127","043910","043","10","COLLIN","E","KG - 05","N"," "," ","R"
"PLANO ISD","RENNER MIDDLE","AEWSY","043910049","043910","043","10","COLLIN","M","06 - 08","N"," "," ","R"
"PLANO ISD","ROBINSON MIDDLE","AEWS","043910050","043910","043","10","COLLIN","M","06 - 08","N"," "," ","R"
"PLANO ISD","ROSE HAGGAR EL","EWMN","043910130","043910","043","10","COLLIN","E","KG - 05","N"," "," ","E"
"PLANO ISD","SAIGLING EL","AEWMNZ","043910115","043910","043","10","COLLIN","E","KG - 05","N"," "," ","E"
"PLANO ISD","SCHIMELPFENIG MIDDLE","AEWMS","043910047","043910","043","10","COLLIN","M","06 - 08","N"," "," ","E"
"PLANO ISD","SHEPARD EL","EWMNY","043910108","043910","043","10","COLLIN","E","KG - 05","N"," "," ","R"
"PLANO ISD","SHEPTON H S","NSY","043910007","043910","043","10","COLLIN","S","09 - 10","N"," "," ","A"
"PLANO ISD","SIGLER EL","WN","043910104","043910","043","10","COLLIN","E","KG - 05","N"," "," ","A"
"PLANO ISD","SKAGGS EL","AEWMNY","043910133","043910","043","10","COLLIN","E","KG - 05","N"," "," ","E"
"PLANO ISD","STINSON ELEMENTARY","AEWMNY","043910139","043910","043","10","COLLIN","E","KG - 05","N"," "," ","R"
"PLANO ISD","THOMAS EL","AEY","043910117","043910","043","10","COLLIN","E","KG - 05","N"," "," ","A"
"PLANO ISD","VINES H S","AS","043910004","043910","043","10","COLLIN","S","09 - 10","N"," "," ","A"
"PLANO ISD","WEATHERFORD EL","WMNZ","043910113","043910","043","10","COLLIN","E","KG - 05","N"," "," ","R"
"PLANO ISD","WELLS EL","EMNY","043910116","043910","043","10","COLLIN","E","KG - 05","N"," "," ","R"
"PLANO ISD","WILLIAMS H S","A","043910003","043910","043","10","COLLIN","S","09 - 10","N"," "," ","A"
"PLANO ISD","WILSON MIDDLE","EWS","043910043","043910","043","10","COLLIN","M","06 - 08","N"," "," ","R"
"PLANO ISD","WYATT ELEMENTARY","AEWMN","043910144","043910","043","10","COLLIN","E","KG - 05","N"," "," ","R"
"PLEASANT GROVE ISD","PLEASANT GROVE EL","EWMY","019912102","019912","019","08","BOWIE","E","EE - 04","N"," "," ","E"
"PLEASANT GROVE ISD","PLEASANT GROVE H S","PTREMS","019912001","019912","019","08","BOWIE","S","09 - 12","N"," "," ","R"
"PLEASANT GROVE ISD","PLEASANT GROVE MIDDLE","AEWNS","019912041","019912","019","08","BOWIE","M","05 - 08","N"," "," ","R"
"PLEASANTON ISD","ATASCOSA CO ALTER"," ","007905004","007905","007","20","ATASCOSA","S","09 - 09","N"," "," ","X"
"PLEASANTON ISD","C A R E ACADEMY"," ","007905003","007905","007","20","ATASCOSA","S","07 - 12","N"," "," ","X"
"PLEASANTON ISD","LEMING EL"," ","007905102","007905","007","20","ATASCOSA","E","PK - 01","N","007905103","PLEASANTON EL","A"
"PLEASANTON ISD","PLEASANTON EL"," ","007905103","007905","007","20","ATASCOSA","E","03 - 04","N"," "," ","A"
"PLEASANTON ISD","PLEASANTON H S"," ","007905001","007905","007","20","ATASCOSA","S","09 - 12","N"," "," ","A"
"PLEASANTON ISD","PLEASANTON INTERMEDIATE","AZ","007905104","007905","007","20","ATASCOSA","M","05 - 06","N"," "," ","A"
"PLEASANTON ISD","PLEASANTON J H"," ","007905041","007905","007","20","ATASCOSA","M","07 - 08","N"," "," ","A"
"PLEASANTON ISD","PLEASANTON PRIMARY"," ","007905105","007905","007","20","ATASCOSA","E","EE - 02","N","007905103","PLEASANTON EL","A"
"PLEMONS-STINNETT-PHILLIPS CISD","C H A M P S"," ","117904002","117904","117","16","HUTCHINSON","S","10 - 12","N"," "," ","1"
"PLEMONS-STINNETT-PHILLIPS CISD","WEST TEXAS EL","EWMNX","117904101","117904","117","16","HUTCHINSON","E","EE - 05","N"," "," ","E"
"PLEMONS-STINNETT-PHILLIPS CISD","WEST TEXAS H S","R","117904001","117904","117","16","HUTCHINSON","S","09 - 12","N"," "," ","A"
"PLEMONS-STINNETT-PHILLIPS CISD","WEST TEXAS MIDDLE","X","117904041","117904","117","16","HUTCHINSON","M","06 - 08","N"," "," ","A"
"POINT ISABEL ISD","CAMERON CO J J A E P"," ","031909003","031909","031","01","CAMERON","S","10 - 10","N"," "," ","X"
"POINT ISABEL ISD","DERRY EL","AEM","031909101","031909","031","01","CAMERON","E","03 - 05","N"," "," ","A"
"POINT ISABEL ISD","GARRIGA EL"," ","031909102","031909","031","01","CAMERON","E","EE - 02","N","031909101","DERRY EL","A"
"POINT ISABEL ISD","PORT ISABEL H S","RY","031909001","031909","031","01","CAMERON","S","09 - 12","N"," "," ","A"
"POINT ISABEL ISD","PORT ISABEL J H","AEWY","031909041","031909","031","01","CAMERON","M","06 - 08","N"," "," ","A"
"PONDER ISD","PONDER EL","E","061906101","061906","061","11","DENTON","E","EE - 06","N"," "," ","A"
"PONDER ISD","PONDER H S","AWSX","061906001","061906","061","11","DENTON","S","07 - 12","N"," "," ","A"
"POOLVILLE ISD","POOLVILLE EL","EX","184901101","184901","184","11","PARKER","E","PK - 05","N"," "," ","A"
"POOLVILLE ISD","POOLVILLE H S"," ","184901001","184901","184","11","PARKER","S","09 - 12","N"," "," ","A"
"POOLVILLE ISD","POOLVILLE JUNIOR HIGH","EW","184901041","184901","184","11","PARKER","M","06 - 08","N"," "," ","A"
"POR VIDA ACADEMY","BEXAR CO DAY EDU & TREATMENT PRGM"," ","015801003","015801","015","20","BEXAR","S","09 - 12","Y"," "," ","1"
"POR VIDA ACADEMY","CORPUS CHRISTI ACADEMY"," ","015801002","015801","015","20","BEXAR","S","09 - 12","Y"," "," ","L"
"POR VIDA ACADEMY","POR VIDA  ACADEMY CHARTER H S"," ","015801001","015801","015","20","BEXAR","S","09 - 12","Y"," "," ","1"
"PORT ARANSAS ISD","BRUNDRETT MIDDLE","EWSZ","178908041","178908","178","02","NUECES","M","06 - 08","N"," "," ","A"
"PORT ARANSAS ISD","OLSEN EL","EN","178908101","178908","178","02","NUECES","E","PK - 05","N"," "," ","R"
"PORT ARANSAS ISD","PORT ARANSAS H S","DPTRESZ","178908001","178908","178","02","NUECES","S","09 - 12","N"," "," ","R"
"PORT ARTHUR ISD","AUSTIN MIDDLE SCHOOL","AEWS","123907044","123907","123","05","JEFFERSON","M","06 - 08","N"," "," ","A"
"PORT ARTHUR ISD","DEQUEEN EL"," ","123907102","123907","123","05","JEFFERSON","E","PK - 05","N"," "," ","A"
"PORT ARTHUR ISD","DOWLING EL"," ","123907113","123907","123","05","JEFFERSON","E","PK - 05","N"," "," ","A"
"PORT ARTHUR ISD","EDISON MIDDLE","A","123907041","123907","123","05","JEFFERSON","M","06 - 08","N"," "," ","A"
"PORT ARTHUR ISD","FRANKLIN EL"," ","123907104","123907","123","05","JEFFERSON","E","PK - 05","N"," "," ","A"
"PORT ARTHUR ISD","HOUSTON EL","EY","123907103","123907","123","05","JEFFERSON","E","PK - 05","N"," "," ","A"
"PORT ARTHUR ISD","HUGHEN SCH"," ","123907114","123907","123","05","JEFFERSON","B","EE - 12","N"," "," ","X"
"PORT ARTHUR ISD","JEFFERSON CO YOUTH ACAD"," ","123907007","123907","123","05","JEFFERSON","S","07 - 10","N"," "," ","X"
"PORT ARTHUR ISD","LEE EL","WN","123907105","123907","123","05","JEFFERSON","E","PK - 05","N"," "," ","R"
"PORT ARTHUR ISD","MEMORIAL HIGH SCHOOL","R","123907009","123907","123","05","JEFFERSON","S","10 - 12","N"," "," ","A"
"PORT ARTHUR ISD","MEMORIAL 9TH GRADE CENTER","AX","123907008","123907","123","05","JEFFERSON","S","09 - 09","N"," "," ","A"
"PORT ARTHUR ISD","TRAVIS EL","WMN","123907108","123907","123","05","JEFFERSON","E","PK - 05","N"," "," ","R"
"PORT ARTHUR ISD","TYRRELL EL"," ","123907109","123907","123","05","JEFFERSON","E","PK - 05","N"," "," ","A"
"PORT ARTHUR ISD","WASHINGTON EL","W","123907110","123907","123","05","JEFFERSON","E","PK - 05","N"," "," ","A"
"PORT ARTHUR ISD","WHEATLEY EL"," ","123907111","123907","123","05","JEFFERSON","E","EE - PK","N"," "," ","X"
"PORT ARTHUR ISD","WILSON MIDDLE"," ","123907043","123907","123","05","JEFFERSON","M","06 - 08","N"," "," ","L"
"PORT NECHES-GROVES ISD","ALTER SCH"," ","123908002","123908","123","05","JEFFERSON","B","06 - 10","N"," "," ","X"
"PORT NECHES-GROVES ISD","GROVES EL","M","123908101","123908","123","05","JEFFERSON","E","04 - 05","N"," "," ","A"
"PORT NECHES-GROVES ISD","GROVES MIDDLE"," ","123908041","123908","123","05","JEFFERSON","M","06 - 08","N"," "," ","A"
"PORT NECHES-GROVES ISD","JEFFERSON CO J J A E P"," ","123908003","123908","123","05","JEFFERSON","M","08 - 09","N"," "," ","X"
"PORT NECHES-GROVES ISD","PORT NECHES EL","WN","123908102","123908","123","05","JEFFERSON","E","04 - 05","N"," "," ","R"
"PORT NECHES-GROVES ISD","PORT NECHES MIDDLE","WZ","123908042","123908","123","05","JEFFERSON","M","06 - 08","N"," "," ","A"
"PORT NECHES-GROVES ISD","PORT NECHES-GROVES H S","TR","123908001","123908","123","05","JEFFERSON","S","09 - 12","N"," "," ","A"
"PORT NECHES-GROVES ISD","PRE SCHOOL CTR"," ","123908110","123908","123","05","JEFFERSON","E","EE - PK","N"," "," ","X"
"PORT NECHES-GROVES ISD","RIDGEWOOD EL","AEM","123908103","123908","123","05","JEFFERSON","E","KG - 03","N"," "," ","E"
"PORT NECHES-GROVES ISD","TAFT EL","EM","123908104","123908","123","05","JEFFERSON","E","KG - 03","N"," "," ","E"
"PORT NECHES-GROVES ISD","VAN BUREN EL","EM","123908105","123908","123","05","JEFFERSON","E","KG - 03","N"," "," ","E"
"PORT NECHES-GROVES ISD","WOODCREST EL","EM","123908107","123908","123","05","JEFFERSON","E","KG - 03","N"," "," ","E"
"POSITIVE SOLUTIONS CHARTER SCHOOL","BRYAN TEXAS CAMPUS"," ","015814002","015814","015","20","BEXAR","S","07 - 10","Y"," "," ","X"
"POSITIVE SOLUTIONS CHARTER SCHOOL","POSITIVE SOLUTIONS CHARTER"," ","015814001","015814","015","20","BEXAR","S","09 - 12","Y"," "," ","1"
"POST ISD","GARZA CO DETENTION & RESIDENT FAC"," ","085902002","085902","085","17","GARZA","S","07 - 11","N"," "," ","1"
"POST ISD","POST EL"," ","085902101","085902","085","17","GARZA","E","PK - 05","N"," "," ","A"
"POST ISD","POST H S","AT","085902001","085902","085","17","GARZA","S","09 - 12","N"," "," ","A"
"POST ISD","POST MIDDLE","AEWS","085902041","085902","085","17","GARZA","M","06 - 08","N"," "," ","A"
"POTEET ISD","ATASCOSA CO JUVENILE UNIT"," ","007906003","007906","007","20","ATASCOSA","S","07 - 10","N"," "," ","X"
"POTEET ISD","POTEET ELEMENTARY"," ","007906101","007906","007","20","ATASCOSA","E","EE - 03","N"," "," ","A"
"POTEET ISD","POTEET H S","Z","007906001","007906","007","20","ATASCOSA","S","09 - 12","N"," "," ","A"
"POTEET ISD","POTEET INTERMEDIATE"," ","007906102","007906","007","20","ATASCOSA","E","04 - 06","N"," "," ","A"
"POTEET ISD","POTEET J H"," ","007906041","007906","007","20","ATASCOSA","M","07 - 08","N"," "," ","L"
"POTH ISD","FLORESVILLE ED ALTER CTR"," ","247904002","247904","247","20","WILSON","M","07 - 09","N"," "," ","X"
"POTH ISD","POTH ELEMENTARY","EWMN","247904101","247904","247","20","WILSON","E","PK - 05","N"," "," ","R"
"POTH ISD","POTH H S","ARSY","247904001","247904","247","20","WILSON","S","09 - 12","N"," "," ","A"
"POTH ISD","POTH J H","AEWMSZ","247904041","247904","247","20","WILSON","M","06 - 08","N"," "," ","R"
"POTTSBORO ISD","POTTSBORO EL","EM","091913101","091913","091","10","GRAYSON","E","EE - 03","N"," "," ","E"
"POTTSBORO ISD","POTTSBORO H S","TRSY","091913001","091913","091","10","GRAYSON","S","09 - 12","N"," "," ","A"
"POTTSBORO ISD","POTTSBORO INTERMEDIATE","WN","091913105","091913","091","10","GRAYSON","E","04 - 05","N"," "," ","R"
"POTTSBORO ISD","POTTSBORO MIDDLE","AEWMSX","091913041","091913","091","10","GRAYSON","M","06 - 08","N"," "," ","A"
"PRAIRIE LEA ISD","PRAIRIE LEA SCHOOL","AR","028906001","028906","028","13","CALDWELL","B","PK - 12","N"," "," ","A"
"PRAIRIE VALLEY ISD","PRAIRIE VALLEY EL","EMNX","169909101","169909","169","09","MONTAGUE","E","PK - 05","N"," "," ","E"
"PRAIRIE VALLEY ISD","PRAIRIE VALLEY H S","ATREWMSZ","169909001","169909","169","09","MONTAGUE","B","06 - 12","N"," "," ","A"
"PRAIRILAND ISD","BLOSSOM EL","EMNX","139912101","139912","139","08","LAMAR","E","EE - 08","N"," "," ","A"
"PRAIRILAND ISD","DEPORT EL","EWMN","139912102","139912","139","08","LAMAR","E","EE - 08","N"," "," ","R"
"PRAIRILAND ISD","PRAIRILAND H S","T","139912001","139912","139","08","LAMAR","S","09 - 12","N"," "," ","R"
"PREMONT ISD","PREMONT CENTRAL EL","X","125905101","125905","125","02","JIM WELLS","E","PK - 04","N"," "," ","R"
"PREMONT ISD","PREMONT H S","RZ","125905001","125905","125","02","JIM WELLS","S","09 - 12","N"," "," ","A"
"PREMONT ISD","PREMONT J H"," ","125905041","125905","125","02","JIM WELLS","M","05 - 08","N"," "," ","A"
"PRESIDIO ISD","FRANCO MIDDLE SCHOOL","X","189902041","189902","189","18","PRESIDIO","M","06 - 08","N"," "," ","A"
"PRESIDIO ISD","PRESIDIO EL"," ","189902101","189902","189","18","PRESIDIO","E","PK - 05","N"," "," ","L"
"PRESIDIO ISD","PRESIDIO H S","PR","189902001","189902","189","18","PRESIDIO","S","09 - 12","N"," "," ","A"
"PRIDDY ISD","PRIDDY SCHOOL","ATEW","167904001","167904","167","12","MILLS","B","EE - 12","N"," "," ","A"
"PRINCETON ISD","CLARK JR HIGH"," ","043911041","043911","043","10","COLLIN","M","07 - 08","N"," "," ","A"
"PRINCETON ISD","COLLIN CO J J A E P"," ","043911002","043911","043","10","COLLIN","S","08 - 10","N"," "," ","X"
"PRINCETON ISD","GODWIN EL"," ","043911103","043911","043","10","COLLIN","E","KG - 04","N"," "," ","A"
"PRINCETON ISD","HUDDLESTON INTERMEDIATE","A","043911102","043911","043","10","COLLIN","M","05 - 06","N"," "," ","A"
"PRINCETON ISD","LACY ELEMENTARY","EMZ","043911101","043911","043","10","COLLIN","E","EE - 04","N"," "," ","R"
"PRINCETON ISD","PRINCETON H S","TX","043911001","043911","043","10","COLLIN","S","09 - 12","N"," "," ","A"
"PRINGLE-MORSE CISD","PRINGLE-MORSE EL-J H","EMSY","098903101","098903","098","16","HANSFORD","E","PK - 08","N"," "," ","A"
"PROGRESO ISD","DOROTHY THOMPSON MIDDLE"," ","108910041","108910","108","01","HIDALGO","M","07 - 08","N"," "," ","L"
"PROGRESO ISD","PROGRESO EARLY CHILDHOOD CTR"," ","108910103","108910","108","01","HIDALGO","E","PK - KG","N"," "," ","X"
"PROGRESO ISD","PROGRESO EL"," ","108910101","108910","108","01","HIDALGO","E","04 - 06","N"," "," ","A"
"PROGRESO ISD","PROGRESO H S","R","108910001","108910","108","01","HIDALGO","S","09 - 12","N"," "," ","A"
"PROGRESO ISD","PROGRESO PRI","A","108910102","108910","108","01","HIDALGO","E","01 - 03","N"," "," ","R"
"PROGRESO ISD","STUDENT ALTERNATIVE PROGRAM INCOR"," ","108910003","108910","108","01","HIDALGO","B","06 - 11","N"," "," ","X"
"PROSPER ISD","PROSPER EL","WX","043912101","043912","043","10","COLLIN","E","PK - 04","N"," "," ","E"
"PROSPER ISD","PROSPER H S","ATRESY","043912001","043912","043","10","COLLIN","S","09 - 12","N"," "," ","R"
"PROSPER ISD","PROSPER MIDDLE SCHOOL","AWNS","043912041","043912","043","10","COLLIN","M","05 - 08","N"," "," ","R"
"QUANAH ISD","QUANAH H S","DR","099903001","099903","099","09","HARDEMAN","S","09 - 12","N"," "," ","A"
"QUANAH ISD","REAGAN EL","E","099903102","099903","099","09","HARDEMAN","E","EE - 06","N"," "," ","A"
"QUANAH ISD","TRAVIS J H","AWS","099903041","099903","099","09","HARDEMAN","M","07 - 08","N"," "," ","A"
"QUEEN CITY ISD","J K HILEMAN EL","EMY","034907101","034907","034","08","CASS","E","EE - 04","N"," "," ","R"
"QUEEN CITY ISD","MORRIS UPCHURCH MIDDLE","AEWNX","034907041","034907","034","08","CASS","M","05 - 08","N"," "," ","A"
"QUEEN CITY ISD","QUEEN CITY H S","ATRX","034907001","034907","034","08","CASS","S","09 - 12","N"," "," ","A"
"QUINLAN ISD","A E BUTLER INT"," ","116908101","116908","116","10","HUNT","E","04 - 05","N"," "," ","A"
"QUINLAN ISD","C B THOMPSON MIDDLE","ES","116908041","116908","116","10","HUNT","M","06 - 08","N"," "," ","A"
"QUINLAN ISD","D C CANNON EL"," ","116908102","116908","116","10","HUNT","E","01 - 03","N"," "," ","A"
"QUINLAN ISD","JOE MARTIN EARLY CHILDHOOD CTR"," ","116908103","116908","116","10","HUNT","E","EE - KG","N"," "," ","X"
"QUINLAN ISD","WH FORD HIGH SCHOOL"," ","116908001","116908","116","10","HUNT","S","09 - 12","N"," "," ","A"
"QUITMAN ISD","QUITMAN EL","EWM","250904101","250904","250","07","WOOD","E","PK - 06","N"," "," ","R"
"QUITMAN ISD","QUITMAN H S","ATR","250904001","250904","250","07","WOOD","S","09 - 12","N"," "," ","A"
"QUITMAN ISD","QUITMAN J H","EWSZ","250904041","250904","250","07","WOOD","M","07 - 08","N"," "," ","A"
"QUITMAN ISD","WOOD CO ALTER"," ","250904002","250904","250","07","WOOD","S","10 - 12","N"," "," ","1"
"RADIANCE ACADEMY OF LEARNING","RADIANCE ACADEMY OF LEARNING"," ","015815001","015815","015","20","BEXAR","B","PK - 12","Y"," "," ","1"
"RADIANCE ACADEMY OF LEARNING","RADIANCE ACADEMY OF LEARNING (WES"," ","015815101","015815","015","20","BEXAR","B","PK - 12","Y"," "," ","1"
"RAINS ISD","RAINS ELEMENTARY","EM","190903101","190903","190","07","RAINS","E","EE - 03","N"," "," ","R"
"RAINS ISD","RAINS HIGH SCHOOL","T","190903001","190903","190","07","RAINS","S","09 - 12","N"," "," ","A"
"RAINS ISD","RAINS INTERMEDIATE","WMN","190903051","190903","190","07","RAINS","E","04 - 05","N"," "," ","R"
"RAINS ISD","RAINS JR HIGH","ESY","190903041","190903","190","07","RAINS","M","06 - 08","N"," "," ","A"
"RALLS ISD","CAPROCK COUNTY  LEARNING CENTER"," ","054903002","054903","054","17","CROSBY","S","10 - 12","N"," "," ","X"
"RALLS ISD","RALLS EL"," ","054903102","054903","054","17","CROSBY","E","PK - 05","N"," "," ","A"
"RALLS ISD","RALLS H S","A","054903001","054903","054","17","CROSBY","S","09 - 12","N"," "," ","A"
"RALLS ISD","RALLS MIDDLE","AWMSY","054903041","054903","054","17","CROSBY","M","06 - 08","N"," "," ","R"
"RAMIREZ CSD","RAMIREZ EL"," ","066005101","066005","066","02","DUVAL","E","PK - 06","N"," "," ","L"
"RANCH ACADEMY","RANCH ACADEMY"," ","234801001","234801","234","07","VAN ZANDT","S","08 - 12","Y"," "," ","X"
"RANDOLPH FIELD ISD","RANDOLPH EL","ENY","015906101","015906","015","20","BEXAR","E","EE - 05","N"," "," ","R"
"RANDOLPH FIELD ISD","RANDOLPH H S","ATRSX","015906001","015906","015","20","BEXAR","S","09 - 12","N"," "," ","R"
"RANDOLPH FIELD ISD","RANDOLPH MIDDLE","AEWSY","015906041","015906","015","20","BEXAR","M","06 - 08","N"," "," ","R"
"RANGER ISD","RANGER EL","EW","067907101","067907","067","14","EASTLAND","E","EE - 05","N"," "," ","A"
"RANGER ISD","RANGER H S","T","067907001","067907","067","14","EASTLAND","S","09 - 12","N"," "," ","A"
"RANGER ISD","RANGER MIDDLE SCHOOL","EZ","067907041","067907","067","14","EASTLAND","M","06 - 08","N"," "," ","R"
"RANKIN ISD","JAMES D GOSSETT EL","EWMN","231902101","231902","231","18","UPTON","E","PK - 06","N"," "," ","R"
"RANKIN ISD","RANKIN H S","AREW","231902001","231902","231","18","UPTON","S","07 - 12","N"," "," ","A"
"RAPOPORT CHARTER SCHOOL","RAPOPORT ACADEMY","A","161802101","161802","161","12","MCLENNAN","E","PK - 04","Y"," "," ","R"
"RAPOPORT CHARTER SCHOOL","RAPOPORT ACADEMY/QUINN CAMPUS"," ","161802102","161802","161","12","MCLENNAN","M","05 - 07","Y"," "," ","L"
"RAUL YZAGUIRRE SCHOOL FOR SUCCESS","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","A","101806001","101806","101","04","HARRIS","B","PK - 12","Y"," "," ","A"
"RAUL YZAGUIRRE SCHOOL FOR SUCCESS","RAUL YZAGUIRRE SCHOOL FOR SUCCESS"," ","101806101","101806","101","04","HARRIS","E","PK - 06","Y"," "," ","L"
"RAVEN SCHOOL","RAVEN SCHOOL"," ","236801001","236801","236","06","WALKER","S","09 - 12","Y"," "," ","2"
"RAYMONDVILLE ISD","MYRA GREEN MIDDLE SCHOOL"," ","245903041","245903","245","01","WILLACY","M","06 - 08","N"," "," ","L"
"RAYMONDVILLE ISD","PITTMAN ELEMENTARY"," ","245903102","245903","245","01","WILLACY","E","EE - 05","N"," "," ","A"
"RAYMONDVILLE ISD","RAYMONDVILLE H S"," ","245903001","245903","245","01","WILLACY","S","09 - 12","N"," "," ","L"
"RAYMONDVILLE ISD","SMITH EL","WN","245903105","245903","245","01","WILLACY","E","PK - 05","N"," "," ","R"
"REAGAN COUNTY ISD","REAGAN COUNTY ELEMENTARY","W","192901101","192901","192","18","REAGAN","E","EE - 05","N"," "," ","A"
"REAGAN COUNTY ISD","REAGAN COUNTY H S","AZ","192901001","192901","192","18","REAGAN","S","09 - 12","N"," "," ","A"
"REAGAN COUNTY ISD","REAGAN COUNTY MIDDLE","AW","192901041","192901","192","18","REAGAN","M","06 - 08","N"," "," ","A"
"RED LICK ISD","RED LICK EL","EWMN","019911101","019911","019","08","BOWIE","E","EE - 05","N"," "," ","E"
"RED LICK ISD","RED LICK MIDDLE","AEWMSZ","019911041","019911","019","08","BOWIE","M","06 - 08","N"," "," ","R"
"RED OAK ISD","EASTRIDGE ELEMENTARY","EWM","070911103","070911","070","10","ELLIS","E","KG - 04","N"," "," ","R"
"RED OAK ISD","RED OAK ELEMENTARY","X","070911101","070911","070","10","ELLIS","E","EE - 04","N"," "," ","R"
"RED OAK ISD","RED OAK H S","RX","070911001","070911","070","10","ELLIS","S","09 - 12","N"," "," ","A"
"RED OAK ISD","RED OAK INT","EN","070911104","070911","070","10","ELLIS","M","05 - 06","N"," "," ","A"
