"ALVIN ISD","E C MASON ELEMENTARY","EWMNY","020901105","020901","020","04","BRAZORIA","E","EE - 06","N"," "," ","R"
"ALVIN ISD","G W HARBY J H","EWX","020901043","020901","020","04","BRAZORIA","M","06 - 08","N"," "," ","R"
"ALVIN ISD","HOOD-CASE ELEMENTARY","EWMNY","020901109","020901","020","04","BRAZORIA","E","EE - 06","N"," "," ","R"
"ALVIN ISD","LONGFELLOW ELEMENTARY","MN","020901104","020901","020","04","BRAZORIA","E","04 - 06","N"," "," ","R"
"ALVIN ISD","MANVEL J H","EWSX","020901042","020901","020","04","BRAZORIA","M","07 - 08","N"," "," ","R"
"ALVIN ISD","MARK TWAIN PRIMARY"," ","020901103","020901","020","04","BRAZORIA","E","EE - 03","N"," "," ","R"
"ALVIN ISD","MARY BURKS MAREK EL","EWMNZ","020901111","020901","020","04","BRAZORIA","E","PK - 06","N"," "," ","R"
"ALVIN ISD","MELBA PASSMORE ELEMENTARY","MNY","020901108","020901","020","04","BRAZORIA","E","EE - 06","N"," "," ","A"
"ALVIN ISD","R L STEVENSON PRIMARY"," ","020901106","020901","020","04","BRAZORIA","E","EE - 03","N"," "," ","R"
"ALVIN ISD","WALT DISNEY ELEMENTARY","M","020901107","020901","020","04","BRAZORIA","E","04 - 06","N"," "," ","A"
"ALVORD ISD","ALVORD EL","AEMN","249901101","249901","249","11","WISE","E","PK - 05","N"," "," ","R"
"ALVORD ISD","ALVORD H S","ATRESY","249901001","249901","249","11","WISE","S","09 - 12","N"," "," ","A"
"ALVORD ISD","ALVORD MIDDLE SCHOOL","AEMSX","249901041","249901","249","11","WISE","M","06 - 08","N"," "," ","R"
"AMARILLO ISD","AMARILLO AREA CTR FOR ADVANCED LR","DMN","188901003","188901","188","16","POTTER","S","09 - 12","N"," "," ","E"
"AMARILLO ISD","AMARILLO H S","PTRSY","188901001","188901","188","16","POTTER","S","09 - 12","N"," "," ","A"
"AMARILLO ISD","AUSTIN MIDDLE","E","188901041","188901","188","16","POTTER","M","06 - 08","N"," "," ","A"
"AMARILLO ISD","AVONDALE EL","X","188901101","188901","188","16","POTTER","E","PK - 05","N"," "," ","A"
"AMARILLO ISD","BELMAR EL","EWMNX","188901102","188901","188","16","POTTER","E","EE - 05","N"," "," ","R"
"AMARILLO ISD","BIVINS EL","EWMN","188901103","188901","188","16","POTTER","E","PK - 05","N"," "," ","R"
"AMARILLO ISD","BONHAM MIDDLE","EWS","188901048","188901","188","16","POTTER","M","06 - 08","N"," "," ","A"
"AMARILLO ISD","BOWIE MIDDLE"," ","188901042","188901","188","16","POTTER","M","06 - 08","N"," "," ","A"
"AMARILLO ISD","CAPROCK H S"," ","188901002","188901","188","16","POTTER","S","09 - 12","N"," "," ","A"
"AMARILLO ISD","CARVER EARLY CHILDHOOD ACADEMY"," ","188901110","188901","188","16","POTTER","E","EE - 01","N","188901170","CARVER EL ACADEMY","A"
"AMARILLO ISD","CARVER EL ACADEMY","AMN","188901170","188901","188","16","POTTER","E","02 - 05","N"," "," ","A"
"AMARILLO ISD","CORONADO EL","EMN","188901104","188901","188","16","POTTER","E","EE - 05","N"," "," ","A"
"AMARILLO ISD","CROCKETT MIDDLE","AEWS","188901043","188901","188","16","POTTER","M","06 - 08","N"," "," ","R"
"AMARILLO ISD","EASTRIDGE EL","NX","188901105","188901","188","16","POTTER","E","EE - 05","N"," "," ","A"
"AMARILLO ISD","EMERSON EL"," ","188901106","188901","188","16","POTTER","E","PK - 05","N"," "," ","A"
"AMARILLO ISD","FANNIN MIDDLE"," ","188901044","188901","188","16","POTTER","M","06 - 08","N"," "," ","A"
"AMARILLO ISD","FOREST HILL EL","W","188901107","188901","188","16","POTTER","E","PK - 05","N"," "," ","A"
"AMARILLO ISD","GLENWOOD EL","WM","188901108","188901","188","16","POTTER","E","PK - 05","N"," "," ","A"
"AMARILLO ISD","HAMLET EL"," ","188901109","188901","188","16","POTTER","E","EE - 05","N"," "," ","A"
"AMARILLO ISD","HOUSTON MIDDLE","EY","188901045","188901","188","16","POTTER","M","06 - 08","N"," "," ","A"
"AMARILLO ISD","HUMPHREY'S HIGHLAND EL"," ","188901111","188901","188","16","POTTER","E","PK - 05","N"," "," ","A"
"AMARILLO ISD","LAMAR EL","MN","188901112","188901","188","16","POTTER","E","EE - 05","N"," "," ","R"
"AMARILLO ISD","LANDERGIN EL","EWMNZ","188901113","188901","188","16","POTTER","E","PK - 05","N"," "," ","R"
"AMARILLO ISD","LAWNDALE EL","Y","188901114","188901","188","16","POTTER","E","EE - 05","N"," "," ","A"
"AMARILLO ISD","LEE EL"," ","188901115","188901","188","16","POTTER","E","PK - 05","N"," "," ","L"
"AMARILLO ISD","MANN MIDDLE"," ","188901046","188901","188","16","POTTER","M","06 - 08","N"," "," ","L"
"AMARILLO ISD","MESA VERDE EL","Z","188901134","188901","188","16","POTTER","E","EE - 05","N"," "," ","A"
"AMARILLO ISD","NORTH HEIGHTS ALTER"," ","188901138","188901","188","16","POTTER","S","09 - 12","N"," "," ","1"
"AMARILLO ISD","OAK DALE EL","EWMN","188901119","188901","188","16","POTTER","E","PK - 05","N"," "," ","A"
"AMARILLO ISD","OLSEN PARK EL","EWNY","188901120","188901","188","16","POTTER","E","PK - 05","N"," "," ","R"
"AMARILLO ISD","PALO DURO H S","Y","188901004","188901","188","16","POTTER","B","EE - 12","N"," "," ","A"
"AMARILLO ISD","PARAMOUNT TERRACE EL","N","188901121","188901","188","16","POTTER","E","EE - 05","N"," "," ","R"
"AMARILLO ISD","PLEASANT VALLEY EL","EWMN","188901122","188901","188","16","POTTER","E","PK - 05","N"," "," ","R"
"AMARILLO ISD","PUCKETT EL","EWMNY","188901139","188901","188","16","POTTER","E","KG - 05","N"," "," ","R"
"AMARILLO ISD","RIDGECREST EL","EWM","188901123","188901","188","16","POTTER","E","EE - 05","N"," "," ","A"
"AMARILLO ISD","ROGERS EL","NY","188901124","188901","188","16","POTTER","E","EE - 05","N"," "," ","R"
"AMARILLO ISD","SAN JACINTO EL"," ","188901126","188901","188","16","POTTER","E","EE - 05","N"," "," ","A"
"AMARILLO ISD","SANBORN EL","M","188901125","188901","188","16","POTTER","E","PK - 05","N"," "," ","A"
"AMARILLO ISD","SLEEPY HOLLOW EL","AEWMN","188901140","188901","188","16","POTTER","E","KG - 05","N"," "," ","E"
"AMARILLO ISD","SOUTH GEORGIA EL","EWMN","188901127","188901","188","16","POTTER","B","EE - 12","N"," "," ","R"
"AMARILLO ISD","SOUTH LAWN EL","EN","188901128","188901","188","16","POTTER","E","EE - 05","N"," "," ","R"
"AMARILLO ISD","SUNRISE EL","EWMNZ","188901130","188901","188","16","POTTER","E","EE - 05","N"," "," ","E"
"AMARILLO ISD","TASCOSA H S","P","188901005","188901","188","16","POTTER","S","09 - 12","N"," "," ","A"
"AMARILLO ISD","TRAVIS MIDDLE"," ","188901047","188901","188","16","POTTER","M","06 - 08","N"," "," ","A"
"AMARILLO ISD","WESTERN PLATEAU EL","EWMNY","188901131","188901","188","16","POTTER","E","PK - 05","N"," "," ","R"
"AMARILLO ISD","WHITTIER EL"," ","188901132","188901","188","16","POTTER","E","PK - 05","N"," "," ","A"
"AMARILLO ISD","WILLS EL","NX","188901133","188901","188","16","POTTER","E","PK - 05","N"," "," ","R"
"AMARILLO ISD","WINDSOR EL","AEWMN","188901141","188901","188","16","POTTER","E","EE - 05","N"," "," ","E"
"AMARILLO ISD","WOLFLIN EL","EWMN","188901135","188901","188","16","POTTER","E","PK - 05","N"," "," ","A"
"AMARILLO ISD","WOODLANDS ELEMENTARY","EWMNY","188901142","188901","188","16","POTTER","E","KG - 06","N"," "," ","E"
"AMERICAN ACADEMY OF EXCELLENCE CHA","AMERICAN ACADEMY OF EXCELLENCE CH"," ","101818001","101818","101","04","HARRIS","S","09 - 12","Y"," "," ","L"
"AMERICAN YOUTHWORKS CHARTER SCHOOL","AMERICAN YOUTHWORKS CHARTER SCHOOL"," ","227801001","227801","227","13","TRAVIS","S","09 - 12","Y"," "," ","1"
"AMERICAN YOUTHWORKS CHARTER SCHOOL","AMERICAN YOUTHWORKS CHARTER SCHOOL"," ","227801002","227801","227","13","TRAVIS","S","09 - 12","Y"," "," ","2"
"AMHERST ISD","AMHERST SCHOOL","TRY","140901001","140901","140","17","LAMB","B","KG - 12","N"," "," ","A"
"AMHERST ISD","P E P"," ","140901002","140901","140","17","LAMB","S","09 - 11","N"," "," ","1"
"AMIGOS POR VIDA-FRIENDS FOR LIFE C","AMIGOS POR VIDA-FRIENDS FOR LIFE","AX","101819001","101819","101","04","HARRIS","E","PK - 05","Y"," "," ","A"
"ANAHUAC ISD","ANAHUAC EL"," ","036901101","036901","036","04","CHAMBERS","E","EE - 05","N"," "," ","A"
"ANAHUAC ISD","ANAHUAC H S","R","036901001","036901","036","04","CHAMBERS","S","09 - 12","N"," "," ","A"
"ANAHUAC ISD","ANAHUAC MIDDLE","AESX","036901041","036901","036","04","CHAMBERS","M","06 - 08","N"," "," ","R"
"ANAHUAC ISD","GULF COAST H S"," ","036901002","036901","036","04","CHAMBERS","S","10 - 11","N"," "," ","1"
"ANAHUAC ISD","HARDIN/CHAMBERS CTR"," ","036901003","036901","036","04","CHAMBERS","S","07 - 12","N"," "," ","X"
"ANDERSON-SHIRO CISD","ANDERSON-SHIRO ELEMENTARY","EW","093901101","093901","093","06","GRIMES","E","EE - 06","N"," "," ","R"
"ANDERSON-SHIRO CISD","ANDERSON-SHIRO SECONDARY SCHOOL","REWZ","093901001","093901","093","06","GRIMES","S","07 - 12","N"," "," ","A"
"ANDREWS ISD","ANDREWS ALTER"," ","002901002","002901","002","18","ANDREWS","B","06 - 12","N"," "," ","X"
"ANDREWS ISD","ANDREWS HIGH SCHOOL"," ","002901001","002901","002","18","ANDREWS","S","09 - 12","N"," "," ","A"
"ANDREWS ISD","ANDREWS MIDDLE SCHOOL","EX","002901041","002901","002","18","ANDREWS","M","06 - 08","N"," "," ","A"
"ANDREWS ISD","CLEARFORK EL"," ","002901105","002901","002","18","ANDREWS","E","KG - 02","N","002901101","DEVONIAN ELEM","R"
"ANDREWS ISD","DEVONIAN ELEM","E","002901101","002901","002","18","ANDREWS","E","02 - 05","N"," "," ","R"
"ANDREWS ISD","SAN ANDRES ELEM"," ","002901103","002901","002","18","ANDREWS","E","EE - 05","N"," "," ","A"
"ANDREWS ISD","UNDERWOOD ELEM","EWMX","002901104","002901","002","18","ANDREWS","E","PK - 04","N"," "," ","R"
"ANGLETON ISD","ANGLETON H S"," ","020902001","020902","020","04","BRAZORIA","S","09 - 12","N"," "," ","A"
"ANGLETON ISD","ANGLETON INTERMEDIATE SCHOOL","AE","020902044","020902","020","04","BRAZORIA","M","07 - 08","N"," "," ","A"
"ANGLETON ISD","ANGLETON MIDDLE SCHOOL","AEMX","020902043","020902","020","04","BRAZORIA","M","05 - 06","N"," "," ","R"
"ANGLETON ISD","BRAZORIA CO ALTER ED CTR"," ","020902003","020902","020","04","BRAZORIA","S","07 - 11","N"," "," ","X"
"ANGLETON ISD","BRAZORIA CO JUVENILE DETENTION"," ","020902004","020902","020","04","BRAZORIA","B","06 - 11","N"," "," ","X"
"ANGLETON ISD","EARLY CHILDHOOD CAMPUS"," ","020902101","020902","020","04","BRAZORIA","E","EE - KG","N"," "," ","X"
"ANGLETON ISD","FRONTIER EL","EX","020902109","020902","020","04","BRAZORIA","E","01 - 04","N"," "," ","E"
"ANGLETON ISD","MARSHALL EDUCATION CENTER"," ","020902005","020902","020","04","BRAZORIA","S","11 - 12","N"," "," ","1"
"ANGLETON ISD","NORTHSIDE EL","EMZ","020902102","020902","020","04","BRAZORIA","E","01 - 08","N"," "," ","E"
"ANGLETON ISD","RANCHO ISABELLA EL","EWMX","020902108","020902","020","04","BRAZORIA","E","KG - 04","N"," "," ","R"
"ANGLETON ISD","SOUTHSIDE EL","EWMZ","020902103","020902","020","04","BRAZORIA","E","01 - 04","N"," "," ","R"
"ANGLETON ISD","STUDENT ALTERNATIVE CTR"," ","020902002","020902","020","04","BRAZORIA","B","05 - 12","N"," "," ","X"
"ANGLETON ISD","WESTSIDE EL","EWMY","020902104","020902","020","04","BRAZORIA","E","EE - 04","N"," "," ","R"
"ANNA ISD","ANNA EL"," ","043902101","043902","043","10","COLLIN","E","PK - 05","N"," "," ","A"
"ANNA ISD","ANNA H S","ATZ","043902001","043902","043","10","COLLIN","S","09 - 12","N"," "," ","A"
"ANNA ISD","ANNA MIDDLE","AEWZ","043902041","043902","043","10","COLLIN","M","06 - 08","N"," "," ","A"
"ANSON ISD","ANSON EL","W","127901101","127901","127","14","JONES","E","EE - 05","N"," "," ","R"
"ANSON ISD","ANSON H S","T","127901001","127901","127","14","JONES","S","09 - 12","N"," "," ","A"
"ANSON ISD","ANSON MIDDLE","AEWSX","127901041","127901","127","14","JONES","M","06 - 08","N"," "," ","R"
"ANTHONY ISD","ANTHONY EL","W","071906101","071906","071","19","EL PASO","E","PK - 05","N"," "," ","A"
"ANTHONY ISD","ANTHONY H S","DR","071906001","071906","071","19","EL PASO","S","09 - 12","N"," "," ","A"
"ANTHONY ISD","ANTHONY MIDDLE SCHOOL","AEY","071906041","071906","071","19","EL PASO","M","06 - 08","N"," "," ","A"
"ANTON ISD","ANTON EL","EM","110901101","110901","110","17","HOCKLEY","E","PK - 06","N"," "," ","A"
"ANTON ISD","ANTON H S","ARWSX","110901001","110901","110","17","HOCKLEY","S","07 - 12","N"," "," ","A"
"ANTON ISD","ANTON P E P"," ","110901002","110901","110","17","HOCKLEY","S","09 - 12","N"," "," ","1"
"APPLE SPRINGS ISD","APPLE SPRINGS EL","EN","228905101","228905","228","06","TRINITY","E","PK - 06","N"," "," ","A"
"APPLE SPRINGS ISD","APPLE SPRINGS H S","ATRESX","228905001","228905","228","06","TRINITY","S","07 - 12","N"," "," ","A"
"AQUILLA ISD","AQUILLA SCHOOL","ATRS","109912001","109912","109","12","HILL","B","PK - 12","N"," "," ","A"
"ARANSAS COUNTY ISD","FULTON  4-5 LEARNING CENTER"," ","004901101","004901","004","02","ARANSAS","E","04 - 05","N"," "," ","R"
"ARANSAS COUNTY ISD","LITTLE BAY PRIMARY SCHOOL"," ","004901102","004901","004","02","ARANSAS","E","EE - KG","N"," "," ","X"
"ARANSAS COUNTY ISD","LIVEOAK 1-3 LEARNING CENTER","E","004901103","004901","004","02","ARANSAS","E","01 - 03","N"," "," ","R"
"ARANSAS COUNTY ISD","ROCKPORT-FULTON H S","T","004901001","004901","004","02","ARANSAS","S","09 - 12","N"," "," ","A"
"ARANSAS COUNTY ISD","ROCKPORT-FULTON MIDDLE SCHOOL"," ","004901041","004901","004","02","ARANSAS","M","06 - 08","N"," "," ","A"
"ARANSAS PASS ISD","A C BLUNT MIDDLE SCHOOL"," ","205901041","205901","205","02","SAN PATRICIO","M","07 - 08","N"," "," ","A"
"ARANSAS PASS ISD","ARANSAS PASS HIGH SCHOOL"," ","205901001","205901","205","02","SAN PATRICIO","S","09 - 12","N"," "," ","A"
"ARANSAS PASS ISD","ARANSAS PASS JJAEP"," ","205901002","205901","205","02","SAN PATRICIO","S","11 - 11","N"," "," ","X"
"ARANSAS PASS ISD","CHARLIE MARSHALL ELEMENTARY","Y","205901104","205901","205","02","SAN PATRICIO","E","04 - 06","N"," "," ","A"
"ARANSAS PASS ISD","H T FAULK EARLY CHILDHOOD SCHOOL"," ","205901101","205901","205","02","SAN PATRICIO","E","EE - 01","N","205901102","W A KIEBERGER ELEMENTARY","R"
"ARANSAS PASS ISD","W A KIEBERGER ELEMENTARY"," ","205901102","205901","205","02","SAN PATRICIO","E","02 - 03","N"," "," ","R"
"ARCHER CITY ISD","ARCHER CITY EL","EWMNX","005901101","005901","005","09","ARCHER","E","KG - 06","N"," "," ","R"
"ARCHER CITY ISD","ARCHER CITY H S","TRW","005901001","005901","005","09","ARCHER","S","07 - 12","N"," "," ","A"
"ARGYLE ISD","ARGYLE ELEMENTARY SCHOOL","EWMN","061910101","061910","061","11","DENTON","E","EE - 05","N"," "," ","R"
"ARGYLE ISD","ARGYLE HIGH SCHOOL","APCTRMNS","061910001","061910","061","11","DENTON","S","09 - 12","N"," "," ","R"
"ARGYLE ISD","ARGYLE MIDDLE SCHOOL","AEWMSY","061910041","061910","061","11","DENTON","M","06 - 08","N"," "," ","R"
"ARLINGTON CLASSICS ACADEMY","ARLINGTON CLASSICS ACADEMY","EM","220802101","220802","220","11","TARRANT","E","KG - 06","Y"," "," ","A"
"ARLINGTON ISD","AMOS EL","X","220901124","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","ANDERSON ELEMENTARY","Z","220901160","220901","220","11","TARRANT","E","EE - 06","N"," "," ","A"
"ARLINGTON ISD","ARLINGTON H S"," ","220901001","220901","220","11","TARRANT","S","09 - 12","N"," "," ","A"
"ARLINGTON ISD","ASHWORTH EL","AEWMNX","220901149","220901","220","11","TARRANT","E","EE - 06","N"," "," ","R"
"ARLINGTON ISD","ATHERTON EL","Y","220901132","220901","220","11","TARRANT","E","EE - 06","N"," "," ","A"
"ARLINGTON ISD","BAILEY J H","EWSX","220901045","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","BARNETT J H","EWX","220901052","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","BEBENSEE EL","EWY","220901141","220901","220","11","TARRANT","E","EE - 06","N"," "," ","A"
"ARLINGTON ISD","BECKHAM ELEMENTARY","AEWMNY","220901158","220901","220","11","TARRANT","E","PK - 06","N"," "," ","R"
"ARLINGTON ISD","BERRY EL","EMY","220901101","220901","220","11","TARRANT","E","EE - 06","N"," "," ","A"
"ARLINGTON ISD","BLANTON EL","EN","220901102","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","BOLES J H","AEWS","220901051","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","BOWIE H S"," ","220901004","220901","220","11","TARRANT","S","09 - 12","N"," "," ","A"
"ARLINGTON ISD","BRYANT EL","AEWN","220901147","220901","220","11","TARRANT","E","PK - 06","N"," "," ","R"
"ARLINGTON ISD","BURGIN EL","EX","220901155","220901","220","11","TARRANT","E","EE - 06","N"," "," ","A"
"ARLINGTON ISD","BUTLER EL","AEWMNY","220901129","220901","220","11","TARRANT","E","KG - 06","N"," "," ","E"
"ARLINGTON ISD","CARTER J H","X","220901041","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","COREY EL","EWNY","220901137","220901","220","11","TARRANT","E","EE - 06","N"," "," ","R"
"ARLINGTON ISD","CROUCH EL"," ","220901150","220901","220","11","TARRANT","E","EE - 06","N"," "," ","L"
"ARLINGTON ISD","CROW EL","EN","220901103","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","DITTO EL","EWN","220901130","220901","220","11","TARRANT","E","EE - 06","N"," "," ","R"
"ARLINGTON ISD","DUFF EL","EWMNY","220901104","220901","220","11","TARRANT","E","KG - 06","N"," "," ","R"
"ARLINGTON ISD","DUNN EL","EMNY","220901125","220901","220","11","TARRANT","E","EE - 06","N"," "," ","R"
"ARLINGTON ISD","FERGUSON J H","AEWS","220901056","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","FITZGERALD EL","EWY","220901136","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","FOSTER EL"," ","220901126","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","GOODMAN EL","NY","220901119","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","GUNN J H","E","220901047","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","HILL EL","EWMNX","220901117","220901","220","11","TARRANT","E","KG - 06","N"," "," ","R"
"ARLINGTON ISD","HOMEBOUND"," ","220901139","220901","220","11","TARRANT","B","EE - 10","N"," "," ","X"
"ARLINGTON ISD","HUTCHESON J H"," ","220901046","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","J M FARRELL EL","EY","220901143","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","JANE ELLIS EL","ENX","220901142","220901","220","11","TARRANT","E","PK - 06","N"," "," ","R"
"ARLINGTON ISD","JOHNS EL","X","220901121","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","KEY EL","EWNZ","220901128","220901","220","11","TARRANT","E","EE - 06","N"," "," ","R"
"ARLINGTON ISD","KNOX ELEMENTARY","Z","220901157","220901","220","11","TARRANT","E","EE - 06","N"," "," ","A"
"ARLINGTON ISD","KOOKEN ED CTR"," ","220901107","220901","220","11","TARRANT","E","EE - PK","N"," "," ","X"
"ARLINGTON ISD","LAMAR H S"," ","220901003","220901","220","11","TARRANT","S","09 - 12","N"," "," ","A"
"ARLINGTON ISD","LARSON EL","EWNY","220901151","220901","220","11","TARRANT","E","EE - 06","N"," "," ","R"
"ARLINGTON ISD","LITTLE EL","EWMN","220901146","220901","220","11","TARRANT","E","EE - 06","N"," "," ","R"
"ARLINGTON ISD","LYNN HALE EL","EMNZ","220901153","220901","220","11","TARRANT","E","PK - 06","N"," "," ","R"
"ARLINGTON ISD","MARTIN H S","TRSY","220901005","220901","220","11","TARRANT","S","09 - 12","N"," "," ","A"
"ARLINGTON ISD","MARY MOORE EL","EWMNY","220901144","220901","220","11","TARRANT","E","EE - 06","N"," "," ","R"
"ARLINGTON ISD","MILLER EL","EWN","220901135","220901","220","11","TARRANT","E","EE - 06","N"," "," ","R"
"ARLINGTON ISD","MORTON EL"," ","220901131","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","NEWCOMER CENTER"," ","220901008","220901","220","11","TARRANT","S","07 - 10","N"," "," ","1"
"ARLINGTON ISD","NICHOLS J H","X","220901053","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","OUSLEY J H","AE","220901055","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","PEARCY EL","EWMNY","220901154","220901","220","11","TARRANT","E","EE - 06","N"," "," ","A"
"ARLINGTON ISD","POPE EL","EWMNZ","220901120","220901","220","11","TARRANT","E","PK - 06","N"," "," ","R"
"ARLINGTON ISD","RANKIN EL"," ","220901109","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","REMYNSE ELEMENTARY","Y","220901159","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","ROARK EL","Y","220901110","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","ROQUEMORE EL"," ","220901122","220901","220","11","TARRANT","E","EE - 06","N"," "," ","A"
"ARLINGTON ISD","SAM HOUSTON H S"," ","220901002","220901","220","11","TARRANT","S","09 - 12","N"," "," ","A"
"ARLINGTON ISD","SEGUIN H S"," ","220901009","220901","220","11","TARRANT","S","09 - 12","N"," "," ","A"
"ARLINGTON ISD","SHACKELFORD J H"," ","220901048","220901","220","11","TARRANT","M","07 - 08","N"," "," ","A"
"ARLINGTON ISD","SHERROD EL","N","220901134","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
"ARLINGTON ISD","SHORT EL","W","220901123","220901","220","11","TARRANT","E","PK - 06","N"," "," ","A"
